-0.004828+0.0014722i,-0.003511+0.0026195i,-0.0016465+0.0031271i,0.00030541+0.0022554i,-0.00032982+0.0017118i,-0.0013444+0.0012416i,-0.00068716+0.00038307i,3.3073e-05+0.00049403i,0.00087517+0.0016033i,0.001705+0.0013388i,0.0022511+0.00016757i,0.0013314-0.00057649i,-0.00016519-0.0013966i,-0.00058112-0.0010495i,-0.00022758-0.00040158i,-0.00010231-0.00030494i,-3.4666e-05+0.00017271i,2.3736e-05-0.00069737i,0.00034971-0.0010732i,-1.7114e-05-5.3948e-05i,-0.00018475+0.00071503i,0.00048849+0.00071374i,0.00078063+0.00063494i
0.0015873-0.0016546i,0.0012332-0.0019016i,0.0013081-0.0010489i,0.0010766+6.0665e-05i,-0.00051582+2.6462e-05i,-0.0015438+0.00023202i,-0.0010677+0.00038936i,-0.00099029+0.00038854i,-0.00070739+0.0010101i,0.00020788+0.0013389i,7.4664e-05+0.00073823i,-0.00076-0.00029035i,-0.00081562-0.00026475i,-0.00018522+0.00038674i,-0.00020428+0.00014237i,-0.00029684-0.00034896i,-0.0005751+0.00024303i,-0.0001715-1.8563e-05i,0.00073012-0.00018494i,0.00013123+0.00020709i,0.00011477-0.00040723i,0.00058049-0.00039533i,-8.3736e-05-2.1163e-05i
0.00082198-0.00056552i,0.0013774-0.00020736i,0.0022025-0.00018159i,0.0014349-0.0023557i,0.00060799-0.0031792i,-0.00043644-0.0015304i,-0.0013538-0.00052639i,-0.00068116-0.00033298i,0.00067251-0.00057531i,0.0007628+0.0003091i,0.0004311+0.0011787i,0.00047534+0.0012964i,1.7682e-05+0.00081206i,-0.0001419+0.00049063i,-0.00015467+0.00011013i,-0.0001048+0.00016476i,-0.00045774+0.00076266i,-0.00078261+0.0010414i,-0.0010415+0.00091713i,-0.0015945+0.00072503i,-0.0011861+0.00052384i,-0.00046733+0.00013287i,-0.000178-0.00024166i
0.00041836-0.0014911i,0.00077914-0.0014324i,0.0020692-0.0011965i,0.0019461-0.0010879i,0.0010076-0.0016908i,2.1503e-05-0.0017184i,-6.668e-05-0.00095102i,0.00010603-8.0841e-05i,0.00029247-7.0895e-05i,0.00077614-0.00028057i,0.0003911+5.6738e-05i,0.00029315+0.00040185i,0.00050235+0.00093259i,0.00043756+0.00095468i,0.00075274+0.00086906i,0.00048969+0.0011484i,-0.00069527+0.0008556i,-0.0014217+0.00014595i,-0.0011119+0.00049138i,-0.00044372+0.00017524i,-0.00032874-0.00042828i,-0.00074339-0.00046333i,-0.00059417-0.00057835i
0.0012257-0.00098103i,0.00029851-0.000826i,-0.00051867-0.0017248i,-0.0013103-0.0023988i,-0.0010746-0.0021293i,-0.00088422-0.0013597i,-0.00047244-0.0011677i,0.00013453-0.00058931i,0.00046573+0.00073775i,0.00061423+0.0010312i,0.00031569+0.00062204i,-0.00056917+0.00029793i,9.6766e-05-0.00012815i,0.0011091+9.1632e-05i,0.00023403+7.8544e-06i,-0.00027275+0.0001325i,-8.4104e-05+0.00023604i,4.464e-05+0.00013979i,-0.00019187+0.00013661i,0.0001947+0.00035219i,0.00043167+0.00066828i,0.00010328+0.00020129i,-0.0001811-0.00028478i
-0.0016046+0.00038013i,-0.0016702+9.8535e-05i,-0.0018672+0.00055976i,-0.0019731+0.00031652i,-0.0013604-0.0006709i,-0.00039129-0.00073986i,-0.00053869-0.00065921i,-0.00084638+0.00017985i,-0.00027808+0.00058559i,0.00051091+0.00030317i,0.001292+0.0001151i,0.0013433+0.00010076i,0.00063279+0.00013979i,0.0005818-0.00035195i,0.00081083-0.00045341i,0.00056317+1.3861e-05i,5.2894e-05+0.00020102i,3.0034e-05-0.00030081i,3.125e-05-0.00098826i,-0.00011868-0.00059817i,0.00047348+3.2318e-05i,0.0011135+7.1979e-05i,0.00073566+0.00044043i
-0.00016853-0.0016095i,0.00057195-0.0019596i,0.00079908-0.0018567i,-7.4055e-06-0.0010957i,-0.0016044-0.00076846i,-0.0018133-0.0014128i,-0.00058417-0.00085907i,0.00012971+0.00053773i,-1.4162e-05+0.00096709i,0.00047866+0.00080013i,0.00084551+0.00020465i,0.00091637-0.00020963i,0.0015244-0.00027355i,0.00075881+0.00039771i,-0.00037428+0.00064978i,-0.000124+0.00042658i,0.00039343+0.00055157i,0.00051609+0.00053206i,0.00039214+0.001037i,0.00013518+0.0010026i,-9.7552e-05+0.00048614i,-0.00014339+0.00018221i,6.8262e-05-5.3357e-05i
0.0019859+0.0011205i,0.0031259+0.00070962i,0.0031758+0.00072149i,0.0024866+0.00018148i,0.00058676-0.00087392i,-0.00079044-0.0010097i,-0.00082551-0.0003998i,-0.00070833+0.00062493i,-0.00016095+0.00060821i,0.00040077+0.00045037i,0.00056226+0.00042201i,5.1364e-05+0.00026128i,-0.00080481+0.00037073i,-0.00062681+0.00016781i,-0.00023676+0.00045508i,-0.00067288+0.00028445i,-0.00049212-0.00049026i,-0.00024097-0.00041505i,-0.00018378+0.00049079i,9.5943e-05+6.6637e-05i,5.3997e-05-0.00035523i,0.0002302-3.1938e-05i,0.00060298+3.7161e-05i
-0.00051469+0.00080423i,0.00029431+0.00054074i,-0.00037163-0.00044002i,-0.00054892-0.00087076i,0.00020166-0.00079417i,0.00076519-0.0012965i,0.00041242-0.0015482i,0.0001077-0.00086214i,0.00035969+0.00038682i,0.0015144+0.00075649i,0.001455+0.00086591i,0.00039345+0.00015518i,0.0001425-3.2932e-05i,-0.00041524-0.00010243i,-0.00098743-0.00028742i,-0.0011795-0.00016541i,-0.00097711+7.2357e-05i,-0.00068988-5.3413e-05i,-0.00029524-0.00012603i,-0.00030144+0.00014605i,-0.0010961+2.3641e-05i,-0.00089953-0.00033691i,-0.00050896-6.8357e-05i
0.00081125-1.9905e-05i,0.00053113-0.00019906i,0.0006091-0.00063559i,-0.00044623-0.00093996i,-0.001426-0.0014462i,-0.00085758-0.0015584i,-0.00053659-0.00099497i,-0.00023325-7.8082e-05i,0.00098912+0.00057793i,0.0018599+0.00039963i,0.0014064+0.00039601i,0.0005311+0.00073826i,0.00030162+0.00073615i,-0.00012199+0.00019528i,-0.00050284-0.00017621i,-0.00048431-0.00027768i,-4.4286e-05+0.00011348i,0.00020253+9.8146e-05i,0.00028195-0.0004201i,0.00038278-0.00040587i,8.5407e-05-0.00051586i,0.00030356-0.00036263i,0.00052501-0.0002915i
0.00034512+8.1306e-05i,0.0011964+0.00062516i,0.001669-0.00076587i,0.0022173-0.00164i,0.00078809-0.0010253i,0.00021036-0.0008345i,0.00024562-0.00042037i,0.00026848+4.7099e-05i,0.00096429-0.00017003i,0.0014314-0.00052777i,0.0013484+0.00026361i,0.0004983+0.00094771i,-0.00066691+0.00033842i,-0.0010927+6.5709e-05i,-0.0006771-0.00040261i,0.0001454-0.00037301i,0.00059614+8.2716e-05i,0.00098209-0.0003127i,0.00087167-0.00021155i,0.00041956+0.00032013i,0.00062455+0.0004579i,0.00062411+0.00036739i,-4.3673e-05+0.0004247i
-0.00027662-0.00011107i,0.0005202+0.00064478i,0.0011556+0.0010476i,0.0018148+0.00022988i,0.0018897-0.0010437i,0.0016041-0.00082863i,-0.00037206+4.5741e-06i,-0.00114+9.0107e-05i,-0.00056973-3.6735e-06i,9.1489e-05+0.0004703i,0.0010529+0.00058299i,0.0010615+0.00054108i,0.00032289+0.00067141i,5.5616e-06+0.00032053i,0.0006576-1.1958e-05i,0.00080506+0.00010382i,0.00034401+7.847e-05i,-6.911e-05+0.00068843i,-0.00019382+0.00070522i,0.00015115-1.7035e-05i,0.00020774-0.00036268i,0.00012303-0.00030079i,0.00011225+9.0214e-05i
-0.00062984+0.0015777i,-0.00023408+0.0013779i,0.00048273+0.0005701i,0.0003139-0.00044952i,2.1601e-05-0.0011512i,0.0003594-0.0012038i,0.00014711-0.00076341i,-0.00036787-0.00022067i,-0.00088648+0.00057244i,-0.00043774+0.0010319i,-0.00029186+0.00086726i,-9.7501e-05+0.00050534i,0.00027152+3.9698e-05i,0.00014731-0.00040051i,-0.00031241-0.00097976i,-0.00057055-0.000553i,-0.000327+0.00017282i,-0.00018904+0.00017895i,-6.7624e-05+0.0002584i,0.0003614+6.6225e-05i,0.00032676-0.0002056i,-0.00018013-0.00018297i,-6.8569e-05+0.00029529i
0.00081064-0.0019657i,0.00038691-0.0023964i,0.00035392-0.0032254i,-0.00019973-0.0025224i,-0.0012472-0.0011993i,-0.0019712-0.00045269i,-0.00074667-0.00037717i,0.00034081-2.9887e-05i,2.3706e-05-0.00035368i,0.000311+9.9203e-05i,0.00091999+0.0003146i,0.00087859+0.00012968i,0.00013165+0.00070977i,6.159e-05+0.00062536i,0.00028707+0.00046554i,0.00011296+0.00029575i,0.00015179-0.00016039i,0.00013046-0.00054921i,-0.00014722-0.00091627i,-7.7508e-05-0.00068453i,2.9298e-05+0.00024457i,0.00066899+0.00051749i,0.0014122+0.0004183i
0.0023978-0.00027714i,0.0011755-0.0012695i,0.00018224-0.0027642i,-4.0072e-05-0.002592i,-0.00059716-0.0022744i,-0.00089471-0.0015854i,-9.869e-05-0.00039169i,0.00050972+0.00053414i,0.00017438+0.0010012i,0.00023332+0.00050475i,0.00033607+0.00045741i,0.00010498+0.0013502i,-0.00050174+0.0013675i,-0.00088967+0.00098233i,-0.00083424+0.00093052i,-0.00084736+0.00067612i,-0.00084445-0.00029775i,-0.0002439-0.00027868i,-0.00016903+0.00035283i,-0.00058101+5.4459e-05i,-0.00022706-0.00042886i,0.00022347-0.00029659i,0.0002508+0.0002828i
0.0014243+0.0015305i,0.0018639+0.0010966i,0.0027835+0.00040228i,0.0024834-0.00070118i,-6.7827e-05-0.0021881i,-0.0015944-0.0026833i,-0.0013926-0.0016212i,-0.0002816-0.00019607i,0.00012856+0.00090869i,0.0002443+0.0008627i,0.00022695+0.00032549i,-0.00033371+0.00013172i,-0.00035321+0.00062408i,0.00050623+0.0010282i,0.00087227+0.00023987i,0.00049518-0.00038571i,-0.00029018-0.00050424i,-0.00080672+4.2891e-05i,-0.00081252+0.00033497i,-0.00071089+0.00058432i,-0.00053011+0.0011558i,-0.00083902+0.00054457i,-0.00018688-8.2053e-05i
4.3943e-05-0.00042307i,0.00010176+0.00026742i,0.00016172+0.0001505i,0.00039959-0.00014543i,-2.4973e-05-0.00044494i,-0.00055501-0.0014345i,0.00016382-0.0011817i,0.00076746+0.00051562i,0.00067445+0.0017653i,0.00047578+0.001719i,0.00048832+0.00062427i,0.00025665-0.00038429i,-0.0001626-0.00087068i,-2.9773e-05-0.00047981i,2.1085e-05-0.00028326i,0.00031733-1.9362e-05i,0.00045383+9.9626e-05i,5.6839e-05-7.125e-05i,-0.00025874-0.00046152i,-1.9846e-05-0.00048381i,-0.00030036-0.00027445i,-0.00081486-0.00034788i,-0.00069585-0.00055625i
0.00076034+8.8394e-05i,0.0013814-0.0004574i,0.00071731-0.0022014i,-0.00035516-0.0033494i,-0.0010827-0.0028255i,-0.0010064-0.0018282i,-0.0010939-0.00028712i,-0.00093601+0.00024923i,0.00039322+9.3052e-05i,0.0011893-7.5546e-05i,0.00067002-0.00025852i,-1.6786e-05+0.00033972i,-0.00017005+0.0002509i,-0.00013683+4.251e-05i,6.4305e-05+0.00045612i,0.00047366+0.00042303i,0.00053296+0.00017567i,-0.00019181+0.00076904i,-0.00063363+0.0010822i,-0.00024266+0.00024004i,-0.00037976-0.00045723i,-0.00049581-0.00088577i,0.00021147-0.00040541i
0.00079565+0.00039334i,-8.6491e-05+4.0861e-05i,-6.9719e-05-0.00081614i,-0.00023345-0.00050727i,-0.0010947-0.00068619i,-0.0011427-0.0022318i,-0.00058825-0.0016487i,0.00057067+0.00051777i,0.00064091+0.0011117i,0.00029681+0.00090712i,0.00083681+0.00013748i,0.00062873-0.0003457i,0.00027695+0.00025097i,-0.00011704+0.00022263i,6.6013e-06-7.6853e-05i,0.00018513-0.00012446i,0.00036419+0.00015474i,0.00043607+0.00012371i,0.00016201-0.00040441i,0.00061758-0.00067683i,0.00026669-0.00047479i,-0.0003534-0.00041605i,-0.00017825-0.00026696i
0.00087361+0.00038837i,0.0021034-0.00074486i,0.0032965-0.0010524i,0.0023876-0.0015391i,0.00048834-0.001634i,-0.00044791-0.0014777i,-6.5389e-05-0.00071597i,0.00035657+0.00051442i,0.00047167+0.00081825i,0.00096709+0.00088134i,0.0012668+0.0011536i,0.00075251+0.00079839i,0.00028411+0.00020181i,0.00013746+5.7523e-05i,0.00057202+0.00024292i,0.00054658+0.00048568i,0.00039371+0.00030618i,0.00061577+2.7624e-05i,-1.0081e-05+0.00052886i,-0.00079735+1.795e-05i,-0.00098249-0.00035524i,-0.00025111+0.0001927i,-0.00038177+0.00031614i
0.00099817+0.0015336i,0.0014854+0.00047783i,0.0022107-0.00056333i,0.0016605-0.0017805i,0.00064041-0.0024578i,0.00038508-0.0023586i,0.00045999-0.0012189i,0.00079991+0.00013356i,0.00032074+0.00088749i,8.6971e-05+0.00034642i,0.00015557-0.0003057i,-0.00020497-0.00041398i,-0.00038971-0.00019273i,-0.00030586+0.00031665i,-0.00022736+0.00069023i,0.00015353+0.00029705i,0.00051857+0.00025247i,0.00023246+0.00067184i,0.00027115+3.4354e-05i,-0.00028496-0.00038116i,-0.00053757+0.00013811i,0.00047271+0.00046352i,0.0009612+0.00033936i
0.0010593-0.00079636i,0.000376-0.0011724i,6.1225e-05-0.0020361i,0.00030178-0.0029131i,-0.00012719-0.0022285i,-0.001266-0.00028501i,-0.0010978+0.00077951i,-0.00050869+0.00067489i,0.00045688+0.00068744i,0.0012686+0.0014932i,0.00085428+0.0012264i,8.7262e-06+0.00046912i,0.00015322+0.00034951i,0.00033106+0.00014177i,-0.00014837+0.0001397i,-0.00049885+0.0005591i,-0.00091268+0.00046345i,-0.0012425+0.0010797i,-0.0006196+0.0010988i,-0.00039998-0.00016826i,-0.00032345-0.00041234i,0.00023457+0.00042465i,3.7523e-05+0.00057691i
-0.00019334+6.7098e-05i,-0.0010301-0.0013942i,-0.00049393-0.0025482i,-0.00013249-0.0015729i,-0.00071476-0.00051962i,-0.00083247+0.00037279i,-0.00016216+0.00027308i,-0.00044295-0.00032802i,-0.0006334-0.00020633i,0.00035534+0.00014417i,0.00063113+6.1165e-05i,0.00028311-0.00062116i,0.00067369-0.00090382i,0.0011868+1.6341e-05i,0.0011233+0.00067893i,0.00094511+0.0002071i,0.00059644-6.3558e-05i,0.00065711-0.00021425i,0.00036608-0.00041553i,-0.00043619+7.2188e-05i,-0.00020632+0.00064888i,0.00085095+0.0010497i,0.00084857+0.0013107i
0.00079648+0.00059632i,0.00076057-0.00040232i,8.466e-05-0.00096542i,-0.0001687-0.0014859i,0.00034128-0.0015018i,-0.00031476-0.0013387i,-0.001169-0.00089168i,-0.000503-0.0002609i,0.00049845+0.00022995i,0.00091139+0.0001174i,0.0010248-0.00014653i,0.00060252-5.8155e-06i,0.00039-9.6036e-05i,4.9479e-05+0.00024574i,0.00015273+0.00064053i,0.00076061+0.00094175i,0.00059971+0.00082388i,0.00060367+0.00053636i,0.00038721+0.00058662i,-0.00020654+0.00076476i,-0.00027558+0.00070431i,0.00030941-2.0197e-05i,0.0013649-0.00051714i
0.0018582-0.00047619i,0.0023385+5.7426e-05i,0.0030363-0.00044233i,0.0022222-0.0014168i,-0.00031876-0.0011141i,-0.001743-0.00065018i,-0.00072615-0.00021887i,0.0003266+0.0002932i,0.00039916+0.00038502i,-1.6926e-06+8.4848e-05i,0.00022983+0.00036899i,0.00056909+0.0012156i,0.00067636+0.0015827i,0.00074217+0.0010742i,-9.5887e-05+0.00070976i,-0.00048122+0.00071218i,-0.00017989+0.00033061i,-1.6877e-05+0.00039595i,-0.00029759+0.00019888i,-0.00082075-0.00049012i,-0.00052853-0.00049899i,-0.00016438-0.00018437i,-0.00068978+0.00055344i
0.0011046-0.00072499i,0.001659+0.00010177i,0.0014553-0.00083823i,0.00097665-0.0020723i,-0.00014743-0.002858i,-0.00083313-0.0022061i,-0.00058766-0.00076853i,0.00013078-0.00030521i,0.0011003-0.00045459i,0.0013454+0.0007795i,0.0013526+0.0011788i,0.0011157+0.00020564i,0.001026-0.00030416i,0.00079076-0.00035373i,0.00012641-0.00021824i,-0.0006131+0.00019084i,-0.00081776+0.00060109i,-0.00010345+0.00015869i,0.00037931-0.00054117i,-3.2245e-05-0.00067944i,-0.00020021-0.00047417i,-0.00010095-0.00045997i,-7.1177e-05-0.00066578i
-0.00075112-0.00039548i,-0.00095137+0.0007012i,-0.0005506+0.00034287i,4.2149e-05-0.00069315i,-0.00056229-0.0013839i,-0.0011442-0.0012863i,-0.00052901-0.0012562i,4.703e-05-0.00081331i,0.00014552+0.00041429i,0.00024425+0.0012882i,0.00047974+0.00093343i,0.00037612-2.1139e-05i,-4.9968e-05-0.00039637i,0.00031525-0.00049839i,0.00040595-0.00025658i,0.00016713+0.00042671i,-0.0010871+0.00034687i,-0.0026415+9.1079e-05i,-0.0016232+0.00041663i,-0.00041354+0.00027049i,-0.00025322+0.00046159i,0.00028645+0.0014889i,0.00040103+0.0014166i
-0.00025258-0.0002685i,-0.0010408+6.0216e-05i,-0.0012513+0.0008276i,-0.0012784+4.606e-05i,-0.00041382-0.00073589i,-6.527e-05-1.9015e-06i,-0.0008239+8.9138e-05i,-0.0012616-0.00030408i,-0.00079777+0.00039544i,0.00058481+0.00086092i,0.001029+0.00037234i,0.0002762+0.00069124i,-0.00017624+0.00065674i,0.00042523+0.00026148i,0.00088343-0.00019327i,0.00018422-0.00019005i,-0.00062258+0.00013865i,-0.00059966+0.00010389i,-0.00028724+0.00013373i,-3.4244e-05+0.00019591i,0.00061783+0.00023849i,0.00048623-9.8747e-05i,1.7078e-05-0.00032646i
-8.1816e-05-3.159e-05i,-5.232e-05-1.4091e-05i,0.0010865+0.00020821i,0.00061127+0.00026717i,2.5412e-05+0.00016464i,0.00047622-6.9487e-05i,8.3198e-05-0.00036932i,-0.00040099+6.9731e-05i,-0.0002287+0.00041356i,0.00027883+0.00023682i,0.00054607+1.6546e-05i,-0.00045286+0.00017232i,-0.0011327+0.00014533i,5.6763e-05-3.0855e-05i,0.0011296-0.0002612i,0.00065711-0.00041538i,-0.00021414+7.7464e-05i,-0.00053635+0.00023132i,-0.00051074+0.00012379i,-0.00012913-0.00019539i,9.3291e-05-0.00012408i,-0.00028233+1.0664e-05i,-0.00036388-0.00063783i
0.00080234-0.00015881i,0.0014662+0.00016687i,0.0016811+0.00045356i,0.00079424-0.00049623i,0.00021263-0.0017356i,-9.3956e-06-0.00111i,-1.0102e-05-0.00055024i,0.00023689+0.00032325i,0.0004715+0.0012259i,0.00075773+0.0017274i,0.00037998+0.0014048i,-0.00038343+0.0015917i,-0.00049834+0.0012458i,-0.00016598+0.00036878i,0.00016745-3.4316e-05i,-0.00013519+9.5216e-05i,-0.00058136+0.0006615i,-0.00052834+0.00026344i,-0.00020689+0.00036566i,-0.0006395+0.0010027i,-0.0011644+0.00070916i,-0.0011015+0.00051624i,-0.00033926+0.00084768i
0.0025173-0.00059636i,0.0021642-0.00017429i,0.00097866-0.0020971i,-0.00033797-0.0029153i,-0.0011329-0.0023166i,-0.0022572-0.0015346i,-0.0017883-0.00066085i,-0.00039561-0.00016949i,-0.0002577+0.00018202i,4.4116e-05+0.00043558i,0.00014229+0.00029835i,0.00025718+0.00038252i,0.00061668+0.00047429i,-5.0794e-05+0.0001215i,-0.00011454-0.00024446i,0.00067886-0.00011861i,0.00048851+0.00058673i,-3.1258e-05+8.4847e-05i,-0.00045189+6.8361e-05i,-0.00038156+0.00045092i,0.00033676+0.00062693i,0.0002461+0.00074961i,-0.00030624+0.0012393i
0.0011175-7.3246e-05i,0.0014489-0.00078852i,0.0013068-0.0012576i,0.00052816-0.0019911i,-0.00064202-0.0030396i,-0.00052909-0.0020212i,-0.00039476+0.00063709i,-0.00063648+0.00053123i,0.0003818+9.0853e-05i,0.0012596+0.00040162i,0.0010587-5.736e-05i,0.00044694-0.0001232i,0.00021682+8.1988e-05i,-0.00036841+0.00019548i,-0.00025619+0.00028517i,-7.056e-05+0.00015398i,-0.00024976+0.00022967i,0.00026887+5.7454e-05i,0.00047539-5.2809e-05i,-1.4417e-05+0.00029091i,-0.00018594+0.00093259i,-0.00015715+0.0011043i,3.7463e-05+0.00060775i
0.00030559+0.0015015i,0.0013357+0.0019288i,0.0014074+0.0015834i,0.0020084+0.00055799i,0.0013482-0.00024937i,-0.00019198-0.00079311i,-0.00045452-0.00040198i,-0.00035572+0.00016055i,5.963e-05+0.00014537i,0.0010301+0.00034611i,0.0012769+0.00032051i,0.0007529-2.2223e-05i,-0.00010908-0.00046455i,-0.00049567-0.00043145i,-0.00012012+0.00018966i,0.00031877+0.00022155i,0.00074858-0.00051667i,0.00077379-0.00042784i,0.00010755-0.00033877i,-2.3078e-05-0.00024227i,0.00037492+0.00012715i,-0.00013103+0.00020294i,-0.00020329+0.00075031i
-0.0013282+0.0011792i,-0.00036393+0.0021592i,-3.7099e-05+0.0020464i,-0.00039634+0.0008203i,-0.00075286-0.00034753i,0.00030365-0.00085775i,0.00058667-0.00097834i,-0.00036775-0.00091976i,-0.00062729-0.00022858i,-0.00014033+0.00096929i,9.9749e-05+0.0010969i,0.00061893-0.00031704i,0.00069983-0.00098321i,0.00077976-0.00089895i,0.00086674-0.00059i,0.00098034-0.0004509i,0.00024193-0.00016684i,-0.00050074-0.00011069i,-0.00029437+0.00022984i,-1.4338e-05+0.00020673i,0.00043572+4.5971e-05i,0.00052067+0.00030085i,0.00021227+1.3945e-05i
-0.00051996+3.9959e-05i,0.0005538-0.00091172i,0.00056516-0.0021897i,7.0163e-05-0.0021669i,7.4491e-05-0.0018791i,-0.000409-0.0017907i,-0.00062959-0.00060054i,-0.000385+0.00010166i,0.0001473-0.00019218i,-3.0075e-07-0.00011299i,7.8905e-05+0.0004072i,0.00056055+6.7894e-05i,0.00050563-0.0002837i,0.0003758+0.0001334i,0.00014584-2.286e-05i,-8.5773e-05-0.00017262i,-0.00029238+0.00049893i,-0.00059679+0.00053428i,-0.00085413+6.9915e-05i,-0.0010382-0.00018942i,-0.00054083-0.00029892i,0.00013125+3.3615e-05i,0.00017952+0.00016533i
0.0021983+5.014e-05i,0.0014696-0.00067098i,0.0016226-0.00090154i,0.001612-0.0011421i,0.00024288-0.0012136i,-0.00023838-0.0010202i,0.0008095-0.00065746i,0.00028518-2.656e-05i,-3.2581e-05+0.0007726i,0.00079499+0.0010987i,0.00054327+0.00098215i,0.00032635+0.00045042i,0.00030533+0.000694i,-0.00021722+0.00072664i,-0.00035111+9.8956e-05i,-0.00024637+0.00015026i,-0.00018526+0.00032912i,-0.00029149-0.00026079i,-3.3762e-05-0.00039622i,0.0002733+0.00011082i,-0.00015269+0.00057661i,-0.00023187+0.00034147i,-7.1463e-06-0.00016051i
-0.00043067-0.00051032i,-0.0014023-8.209e-05i,-0.00090519-2.7565e-05i,0.00040831+0.00016352i,-0.00040902-0.00072436i,-0.00085939-0.0018035i,-0.00027575-0.0011334i,-0.0003309+0.00035084i,2.0959e-08+0.00061692i,0.00057465+0.00040347i,7.412e-05+0.00047273i,0.00015371+0.00027819i,0.00055031+7.6578e-05i,0.00083302+0.00015146i,0.00045194+0.00050391i,-0.00061764+0.0001961i,-0.00010175-6.695e-05i,0.00052672+0.00043614i,5.7108e-05+0.00017898i,0.00024854+0.00028735i,0.0011564+0.00070061i,0.0011036+0.00015746i,0.0011296-7.7082e-05i
-0.0027419+0.0012007i,-0.00068574+0.00067107i,0.0013948+0.00099194i,0.0022908+0.00076871i,0.0012263+0.0002235i,-6.0259e-05-0.00042317i,-0.00061023-0.00060766i,-0.00064314-0.00052013i,-0.00044328-8.5044e-05i,0.00059328+0.00085673i,0.0015249+0.0012768i,0.00098269+0.00051295i,0.00062391-0.00025877i,0.00056069-0.00059106i,0.0003451-0.00041007i,0.00017148-0.00077897i,-0.00041211-0.00066592i,-0.0012369-0.00013377i,-0.0009292+1.0453e-05i,2.4751e-06+0.00026354i,0.00048431+0.00023841i,0.00021079+0.0002574i,-1.7819e-06-0.00011745i
0.0008508+0.0015117i,0.00065594-0.00023781i,0.00070181-0.0010733i,0.00073585-0.0013748i,0.00094856-0.002078i,0.00041991-0.0023233i,-5.5348e-05-0.00093121i,0.00019754+0.00066753i,0.0008412+0.0010539i,0.0010596+0.00089206i,0.00079619+0.00058187i,0.0001093+0.00022354i,0.00059773+0.00033688i,0.0012174+0.00050031i,0.0009368-1.2039e-05i,0.00068273-0.00011947i,0.0009122+0.00043156i,0.00073582+0.00055507i,-0.00026934+0.00022667i,-0.00067352+0.00031378i,-0.00025231+0.00022852i,0.00036076+0.00029217i,0.00057075+0.00052315i
0.00092537+0.00018436i,0.0012973-0.00035572i,0.001324-0.0014411i,0.00017319-0.0020057i,0.00064383-0.0014887i,0.0012879-0.00097622i,0.00055499-0.00061352i,0.00096633-0.00046968i,0.001543+0.00024245i,0.00079617+0.00050359i,0.00039583+8.2814e-05i,0.0004185+0.00010006i,0.00064196+0.00077696i,0.00094793+0.00062815i,0.0004588-0.00011433i,0.00012858+0.00013947i,7.0407e-06+0.0007076i,0.00014441+0.001009i,0.00022621+0.00043248i,0.00026546+5.6762e-06i,0.00019969-0.00027854i,0.00065019-0.00053116i,0.00041636-0.00019973i
0.0010353-4.0105e-05i,0.0022915-0.0011992i,0.0017506-0.0022626i,0.0013203-0.0023789i,0.00093051-0.0018613i,3.0393e-07-0.0012927i,-0.00030739-0.00052419i,9.563e-05-0.00027642i,0.00069558+0.00023939i,0.00012993+0.00088871i,-0.00075224+0.00056138i,-0.0010227-1.711e-05i,-0.00034514+0.00060939i,0.00085295+0.0011648i,0.00020718+0.00039491i,-0.00054994-3.5883e-05i,0.00043814-4.1257e-05i,0.00048344+0.00056666i,-5.81e-05+0.00082618i,-0.00023967+0.001035i,-0.0007719+0.001155i,-0.00091269+0.0015486i,-0.0003993+0.00092085i
0.00022948+5.0601e-05i,-0.00037931+0.0022147i,-0.00025622+0.0023158i,-0.00035575+0.00073479i,-0.001316-0.00068186i,-0.0010074-0.00068529i,3.5405e-05-0.00071879i,0.0001863+6.2567e-05i,-0.00036168+0.0010864i,9.6109e-05+0.0017063i,0.0012481+0.0018337i,0.00093743+0.0013202i,0.0004982+0.0010635i,0.00054755+0.00048093i,0.00040967+0.00016152i,0.00054923-0.00065722i,0.00031328-0.00095867i,2.0505e-05+1.3526e-05i,0.00014195+0.00024272i,0.00064022-0.00026968i,0.00078211-3.0847e-05i,0.0002871+0.00099651i,4.1797e-05+0.00067756i
-0.0010198+0.00092123i,-0.00085837+0.00082416i,5.3648e-05+0.0016355i,0.0011718+0.00087773i,0.0012645-0.0010179i,0.00066181-0.0012101i,0.0004463-0.00038915i,-2.6122e-05-4.8874e-05i,-6.9552e-06+0.00061443i,0.00067446+0.0008661i,0.0021354+0.00036806i,0.002901+0.00093979i,0.0016877+0.0011218i,1.838e-05+0.0005217i,-0.00042744+0.00052332i,0.00010438+0.00027416i,0.00068859-0.00078355i,0.00041238-0.00062303i,-0.00018168+0.00010336i,-0.00072375-0.00043785i,-0.00081049-0.00063334i,-0.00014918+0.00025712i,0.00062825+0.00030354i
