-0.0055718-0.00054364i,-0.0056725-0.0019401i,-0.0065381+0.00047583i,-0.0055885+0.0027788i,-0.003169+0.0026875i,-0.0011257+0.0024326i,-0.00038089+0.0029669i,0.00044036+0.0026583i,0.00055471+0.002106i,0.00046723+0.0017743i,-0.00014954+0.0012138i,-0.0011365+0.00081279i,-0.00059743+0.00013255i,-0.00019018-0.001368i,0.00013702-0.0015102i,-0.00026242-6.666e-05i,-0.00065568+0.00095337i,-1.984e-05+0.00056963i,0.00078697-0.00031705i,0.00086603-0.00026643i,0.00065544+0.00017555i,0.00047573-0.0005993i,-1.8922e-05-0.0009669i
0.0021829+0.0002744i,0.0014737-8.8526e-06i,0.00027075-0.0003558i,-0.00027408+5.2475e-05i,0.00053881+0.001462i,0.0019362+0.0015306i,0.0011121+0.00059857i,0.00063375-0.00035925i,0.00096336-0.00058887i,0.00030339-0.00081994i,-0.00010946-0.0014496i,-0.00013563-0.00053582i,-9.8258e-05-0.00053292i,0.00027312-0.00062421i,0.00010937-3.4945e-05i,-0.0004498-0.0002976i,-0.00033386-0.00037222i,0.00029986-0.00016542i,0.00035366-0.00027043i,-0.00014432+0.0004417i,-0.0003349+0.00056722i,1.262e-05+0.00031315i,0.00017749+0.00051745i
-0.00048115-0.00031849i,-0.0011007+0.0014871i,-0.00075866+0.002969i,-0.00084932+0.0031563i,-0.00085595+0.0022143i,-0.00063152+0.0022229i,-0.00063299+0.0025888i,-0.00029304+0.0020287i,0.00033342+0.0015528i,0.00044769+0.00066143i,0.00060975-0.00020236i,0.0009765-0.00050869i,0.00071175-0.00025047i,0.00033686-0.00015388i,-0.00067558-0.00032919i,-0.0010091-0.00021995i,-1.3425e-05-0.00077568i,0.00038052-0.00054649i,-4.9135e-05+0.00010519i,-0.00023036-0.0001056i,-0.00018843-0.00042989i,0.00020056-0.00011774i,0.00051962+0.00024117i
-0.0012405+0.0012937i,-0.001841+0.00036318i,-0.0014579+0.0017703i,-0.0006453+0.002895i,2.7293e-05+0.0025776i,-0.00017667+0.0021854i,-0.00023116+0.0017237i,0.00011876+0.0011223i,0.00027103+0.00072692i,0.00081563+0.0010044i,0.00024082+0.00068817i,-0.00053617-0.00016922i,-0.00021304-0.00022173i,2.3481e-05+2.7809e-05i,-5.1802e-05+0.00019853i,0.00056308+0.0010436i,0.00089791+0.001197i,0.00024738+7.2179e-05i,4.4773e-05-0.00076321i,-0.00028399-0.00093064i,-0.00045134-0.0008407i,-0.00072996-0.0014767i,-0.00060765-0.0012107i
-0.00057497-0.00034217i,-7.1702e-05-0.00079111i,0.0003258-0.00089083i,-0.0003147+0.00030537i,-0.00075697+0.0020404i,-0.00046255+0.0026641i,0.00016335+0.0016953i,0.00076226+0.0010634i,0.00016095+0.00061841i,-0.00028054+0.00058471i,-0.00015789+0.0009483i,4.7491e-05+0.00054262i,0.00018167+0.00038462i,-0.00020616+9.2129e-05i,-0.00092421-0.00014454i,-0.0012597+0.00077007i,-0.00063846+0.00097673i,-1.4321e-05+0.00071192i,9.3564e-05+0.0011113i,0.00010775+0.001238i,-3.439e-05+0.00076351i,-0.00044646+0.0010639i,7.6091e-05+0.00063059i
0.0019743+0.0010103i,0.00096647+0.00099023i,0.00019581+0.00090537i,-0.0010632+0.0019114i,-0.0011929+0.0028604i,-0.0015334+0.0031224i,-0.0011284+0.0024745i,0.00015683+0.0013552i,0.00038629+0.0005317i,0.00063977+7.0369e-06i,0.0013194-4.2224e-05i,0.0010152-8.5231e-05i,3.565e-05-0.00028291i,-0.00014039+1.6201e-05i,0.00015293+0.00046073i,0.00077321+0.0007486i,0.00077621+0.00016261i,0.00041013-0.000235i,0.00053566+3.0419e-05i,0.00079232-0.00032767i,0.00028166-0.00016578i,6.4473e-05+0.00047151i,1.0443e-05+0.00031487i
-0.0027721-0.0009487i,-0.0039662-0.0009297i,-0.0032726-7.976e-05i,-0.0022626+0.0010989i,-0.0018617+0.0029275i,-0.00050627+0.0044942i,0.00045077+0.0034859i,0.00044079+0.0010753i,0.00058031-2.8029e-05i,0.00032851+0.00053715i,0.00022686+0.0013369i,0.0001556+0.00092017i,0.00029065+0.00058053i,0.00077105+0.0004874i,0.00068388-5.1354e-05i,0.00056389-0.00014022i,0.00056768+0.00033952i,0.00038142+0.0003489i,0.00025395-4.2347e-06i,0.00098993-0.00030155i,0.00061874-3.9776e-05i,-0.00018493-0.00033762i,-0.00026599-0.00050502i
-0.0025103-0.0003574i,-0.0027533+0.00042567i,-0.0023398+0.0030805i,-0.0008545+0.0043285i,0.0010868+0.0033973i,0.0029517+0.0019021i,0.0031264+0.00047743i,0.0014944-0.00013431i,0.0011677+0.0006213i,0.0016814+0.00077998i,0.00086575+0.00051555i,-2.3907e-05-0.00033283i,3.7019e-05-0.00071825i,-6.4119e-05-9.1422e-05i,-0.00047836-3.0242e-05i,-0.00029312-0.00018988i,5.8106e-05+0.00046065i,0.00055769+0.00049041i,-0.00051063+0.00044686i,-0.0019846+0.0002587i,-0.0011906-0.00016059i,4.7146e-05-0.00034613i,0.00034879-0.00030805i
-0.0027822+0.0018213i,-0.0030204+0.0010932i,-0.002085+0.0033186i,-0.00089748+0.0051583i,0.00098398+0.0056631i,0.0019644+0.003664i,0.00091635+0.0014503i,0.00033142+0.0012102i,0.00026649+0.0013332i,0.00019869+0.00068798i,0.00030776+0.0008665i,0.00024389+0.0010575i,0.00042075-4.6576e-05i,0.0002094-0.00068986i,-8.1015e-05-0.00048547i,5.7265e-05-0.00010056i,-0.00040666+0.00054206i,-8.4523e-05+0.00037018i,0.00027316+0.00018357i,8.9447e-05+0.00033488i,0.00024249+0.00033714i,2.9622e-05-0.00023243i,6.6017e-05-0.0010817i
-0.010373+0.0055491i,-0.012892+0.0074687i,-0.0080512+0.013535i,0.00045394+0.013651i,0.0064422+0.010011i,0.0069082+0.0036794i,0.0028203-1.9632e-05i,0.0010692+0.00027749i,0.00087112+0.0014512i,0.00096048+0.0019064i,0.0016979+0.00016208i,0.00079407-0.0015026i,-0.00045134-0.0020313i,-0.00066136-0.0021959i,-0.00082181-0.0012038i,-0.00032701+0.00049213i,0.00053723+0.0015815i,0.00097215+0.00095441i,0.00047838+7.592e-05i,1.7077e-06-0.00022333i,-0.00060678-0.00049522i,-0.0015636-6.8471e-05i,-0.00078689+4.8703e-05i
0.0020608-0.0014868i,0.0013907-0.0017501i,2.1242e-05-0.0035228i,-0.0019439-0.0017013i,-0.0024055+0.0012008i,-0.0020044+0.0038246i,-0.00058395+0.0038947i,0.00046132+0.0013469i,0.00051037-0.00033875i,1.7721e-05-0.00098701i,-0.00024569-0.00070581i,-0.00081354+0.00012596i,-0.00089666+0.00023711i,-1.5199e-05+0.00052208i,0.00069194+0.00029781i,0.00028865-0.00041391i,-0.00017349-0.00079913i,6.8287e-05-0.0006228i,0.00050267-3.9218e-05i,0.00050381-0.00023521i,0.00026883-0.00050031i,0.00049087+0.00022537i,0.00015828-3.5152e-05i
0.0021392-0.00023347i,0.0025287-0.00085106i,0.00058734-0.0016578i,-0.0008206-0.00046808i,-0.00058492+0.0011496i,-0.00062035+0.0018867i,-0.00065685+0.0017413i,-0.00085421+0.00084524i,-0.00065449+0.00021932i,0.00021899-0.00035313i,0.00047626-1.3228e-05i,0.0007478+0.0013959i,0.00066164+0.0015221i,0.00046436+0.00056044i,0.00026589-0.00010006i,-0.00022648+0.0001001i,0.00010313+0.00016397i,0.00028656-0.00085985i,-6.4825e-05-0.00087139i,0.00017572+0.00016462i,0.00095059+0.00083806i,0.0013615+0.00066684i,0.0010603-0.00025124i
0.0017842+0.000387i,0.0017684+0.00030946i,0.00093449-0.0012488i,-0.00011075-0.001462i,-0.00035201+0.00037775i,-0.00074749+0.0028427i,-0.00027697+0.0027745i,-4.8541e-05+0.0012367i,-6.893e-05+0.00067315i,0.00017553+0.00014583i,0.00016479-0.00022023i,-0.00028672-0.00018327i,-0.00065527+0.00034216i,-0.00063307+0.00098193i,-2.5476e-06+0.0015681i,-0.00019285+0.0014636i,-0.00020508+0.0002428i,0.00014947-0.00045037i,0.00019385-0.00027996i,0.0002091-0.00055768i,0.00017146-0.00030716i,0.00050149+0.00064873i,-0.00037849+0.0011618i
0.0016214-0.00044888i,0.00067093-0.0019805i,-0.0010363-0.0021732i,-0.0010505-0.00069683i,-0.00029045+0.0017946i,-0.00046208+0.0024922i,0.00022981+0.0014306i,-0.0001659+0.000333i,-0.00043371+0.00012843i,0.0002693-0.0001701i,-0.00019202-0.00084314i,-0.0003224-0.00073944i,-0.00052523+6.6882e-05i,-0.00080016+0.00071723i,-0.00015697+0.00096548i,-0.00030987+0.00086817i,-0.00050105+0.00066583i,-9.434e-05+0.00063862i,0.00021817+0.00018306i,0.00026905-0.00028017i,0.00057451+2.8643e-05i,0.00068503-9.1137e-05i,0.00021673-6.6577e-05i
0.00016376+0.00017519i,0.00049188-0.00098665i,-8.4534e-05-0.00068593i,-0.00051168+0.00052804i,-3.352e-05+0.0017612i,-1.2639e-05+0.0026559i,0.00051825+0.0017316i,0.0011479+0.00032551i,0.00072198+2.2358e-06i,-0.00016493-0.00075483i,-0.0014001-0.0010921i,-0.0014297-0.00091147i,-0.00055067-0.00011907i,0.00022382-0.00023129i,0.00069871-0.00027503i,0.00060251+0.00061961i,0.00070738+0.00035261i,0.00064906+0.00031123i,-6.098e-05+0.00066431i,-0.00015154+0.00033221i,0.00080906-2.5198e-05i,0.0010534-0.00041606i,0.00027685-0.00069041i
-0.0022925-0.0012817i,-0.0033264-0.00065945i,-0.0043356+0.00084662i,-0.0030087+0.0027462i,-0.00063887+0.0040154i,0.0006367+0.0033259i,0.00078426+0.0022423i,0.00082484+0.0013422i,0.00068236+0.00087984i,0.00035662+0.00038396i,0.00086568-0.00022509i,0.00096784-0.00024814i,0.00034457-0.00014508i,0.00039934-0.00014043i,0.0006383-0.0005302i,3.7631e-06-0.00041274i,-0.00027775+0.0007906i,5.2765e-05+0.0013828i,0.00046619+0.00025389i,0.00060643-0.00084198i,0.00032894-0.00033993i,-0.00014057+0.00034983i,-0.00018951+0.00058784i
0.00091429-0.0019209i,0.0014579-0.002676i,0.00016189-0.0026637i,-0.00044415-0.00035659i,-0.00045558+0.0018941i,-0.00050863+0.0028111i,-0.00012236+0.0016694i,7.934e-05-6.6926e-05i,-6.2834e-05-0.00056228i,-0.00054082-0.0008203i,7.1629e-05-0.0013392i,0.00066285-0.0011632i,0.00065176-0.00035844i,0.00054832-9.947e-05i,-7.2661e-05-7.147e-05i,-0.00042037+0.0004643i,-0.00023161+0.00045081i,-0.00017845+0.00018308i,0.00019329+6.2646e-06i,-2.9426e-05-3.8989e-05i,-0.0003604-0.00023141i,-0.00029183-0.00052442i,-3.0998e-05-0.0002238i
-0.00060279-0.0011403i,-0.0012538-0.0014526i,-0.0028303-0.001591i,-0.003291-0.00041027i,-0.001941+0.001924i,-0.00048624+0.0034531i,3.2001e-05+0.0027213i,2.2215e-05+0.0016371i,-0.00019783+0.0014753i,0.00011368+0.0012382i,0.00013448+0.00038878i,-5.7481e-05-0.00020156i,-0.00021664-5.4512e-05i,0.00022268+0.0007837i,0.00043264+0.0011191i,-0.00013112+0.0010576i,-0.0012169+0.00093758i,-0.0014163+0.00077538i,-0.00062595+0.00064066i,-0.00015904+0.00048633i,0.00054959+0.00058025i,0.00036051+0.00069527i,0.00029376+0.0008387i
0.00018978-0.002052i,-0.00051059-0.0018023i,-0.0032427+3.6227e-05i,-0.0041929+0.001831i,-0.0027803+0.0028264i,-0.00058775+0.0034876i,0.00055088+0.002925i,0.00010449+0.0011946i,-0.00019493+4.1541e-07i,-0.00068644-0.00038022i,-0.0010055+7.8224e-05i,-0.00072102+0.00037348i,-0.00035611+0.00082073i,0.00028546+0.0012869i,0.00032843+0.0012096i,-9.4885e-05+0.0011994i,-0.00042144+0.00066115i,-0.00036316-0.00054996i,0.0002057-0.00047326i,-0.00044823+0.00021874i,-0.00068435-0.0002018i,-8.8656e-05-0.00070977i,0.00037528-0.000556i
0.0021823-0.00031094i,0.00103+0.00016271i,-0.00061088-0.00083586i,-0.0015805-0.00057817i,-0.0020899+0.0022127i,-0.0024261+0.0030983i,-0.0014114+0.0019041i,-0.00044244+0.0013003i,4.8749e-05+0.00070005i,0.00016187+8.1051e-05i,-0.00089444-8.6397e-05i,-0.000758-0.00015289i,-8.3725e-05-0.00057347i,0.00032645+4.6263e-05i,0.0002443+0.00081953i,-0.00013999+0.0008313i,-0.00011892+0.00087274i,5.1504e-05-0.00011658i,0.00054431-0.0004106i,0.00025459-0.00034909i,0.0003176+2.4726e-05i,0.00036685+0.00074255i,-0.00019139+0.00052995i
0.00075605+0.0018877i,0.0010378+0.001258i,0.0001763+2.7021e-05i,-1.2408e-05+0.00046096i,-0.00038489+0.0013671i,-0.00013662+0.0012171i,0.00087625+0.0018201i,0.00067735+0.0018803i,9.6197e-05+0.00033687i,0.00066222-0.00031988i,0.00096949-0.00016696i,0.00013753+0.0002362i,-0.00041851+7.5064e-05i,-0.00030609-0.00074167i,-0.0001317-0.00088925i,0.00017497-0.00028621i,0.00073162-0.00040599i,0.00092511-0.00017355i,0.00025274+0.00023398i,-0.00031802+0.00021414i,-0.0004111+0.00040223i,0.00020603+0.00037548i,0.00045244+0.00016095i
0.001511-0.0025972i,0.0011527-0.0015697i,-0.0010869-0.0014382i,-0.0027304+0.00028455i,-0.0026183+0.0030103i,-0.0012331+0.0037522i,0.00027397+0.0025141i,0.00026498+0.0014129i,0.00035659+0.0015086i,0.00070916+0.001057i,-2.9664e-06-2.4581e-05i,0.00013813-0.00026433i,0.00022372+0.00065018i,-0.0001681+0.00075737i,6.1097e-05+0.00066849i,0.00015678+0.00067737i,-0.00021742-5.0924e-06i,-0.00042351-0.00021838i,-0.00018574+4.9123e-05i,1.9829e-05+0.0002981i,0.0003929+0.00024339i,0.00072615-0.00026331i,0.00060306-0.00043937i
-0.003849+0.00070761i,-0.0036601+0.00055981i,-0.0029053+0.0022589i,-0.0012052+0.0036095i,0.00059423+0.0037666i,0.0010992+0.0032757i,0.00082526+0.0019263i,0.000958+0.0008792i,0.0010662+0.00045679i,0.00085425+0.00024574i,0.0012152+0.00045726i,0.0014981+0.00030962i,0.0014833-1.1933e-05i,0.00069394+0.00026139i,-6.719e-05+5.9505e-05i,7.2281e-05-0.00074213i,3.0673e-05-0.00050125i,-0.00077393-0.00045296i,-0.00076987-0.0010227i,-0.00059935-0.0010345i,-0.00065398-0.00073114i,-0.00049063-0.00026618i,-0.00035224-3.0691e-05i
-0.0012997+0.00095864i,-0.0025222+0.0012238i,-0.0019256+0.00080122i,-0.0018255+0.0014114i,-0.0016439+0.0018321i,-0.00037543+0.0014441i,0.00059647+0.0013553i,0.0011761+0.00053478i,0.0013064+0.00036254i,0.0010777+0.00084141i,0.00039415+0.00037794i,-0.00019109-0.00024353i,-0.00091546-0.00071869i,-0.0008171-1.7148e-05i,0.00016498+0.00047669i,0.00048119-0.00023605i,0.00022706-0.00054638i,0.00044919-0.00043504i,0.00085937+0.00057112i,0.00067349+0.0011308i,-0.00022222+0.00039413i,-0.00062316-0.00039141i,-0.00058225-0.00042575i
0.00017093-0.00045213i,-6.093e-05+0.00028779i,-0.00038098+0.00066947i,-0.0014323+0.00098433i,-0.0014275+0.0017432i,-0.00056698+0.0019444i,-6.2248e-05+0.0011219i,0.00017565+0.001337i,-0.0002175+0.001498i,3.7061e-05+0.00086611i,0.000299+0.00014077i,0.00010405-0.00094935i,-5.2442e-05-0.00099468i,1.4528e-05-0.00037008i,-7.845e-05-0.00011832i,0.00032946-2.3313e-05i,0.00077257+0.00060108i,0.00075884+0.00033152i,0.00036496-0.0005666i,0.00067671-0.00074221i,0.00060044-0.00012761i,-0.00058842+0.00089136i,-0.00098652+0.0013249i
-0.0020465+0.00077356i,-0.0010894+0.00046301i,-0.00059146+0.0010798i,-0.00060341+0.0025404i,9.6258e-06+0.0031109i,0.00069721+0.0023462i,0.0011614+0.0017115i,0.0014705+0.0011038i,0.0012098+0.00048884i,0.0010393+0.00013702i,0.0013451+0.00068599i,0.0012913+0.00055973i,0.00091815+0.00013998i,0.00067906+0.00013744i,0.00065366+3.2202e-05i,-0.0001406+0.00027802i,-0.0001888-0.00032511i,0.00027791-0.0011304i,0.00054729-0.00061817i,7.5889e-05-0.0007769i,-0.00052636-0.0010692i,-0.00023863-0.00040255i,0.0001989-0.00049245i
0.0016118-0.00049102i,0.0016004-0.00051573i,0.0012673+0.00031234i,-0.00024491+0.0017003i,-0.0015103+0.0028294i,-0.00067654+0.0029437i,0.00089042+0.0018602i,0.00065561+0.0006467i,0.0003555+0.00027536i,0.0010909+0.0006865i,0.00085279+0.00063036i,-0.00011891+0.00028795i,0.00014508+0.00024309i,0.00032189+0.00029434i,-0.00032494+0.00047537i,-0.00040604+0.00049982i,-0.00034908+0.0001309i,-0.00057751+0.00031245i,0.00024928+0.00072521i,0.00082761+0.00072229i,0.00025769-1.6954e-05i,-0.00058488-0.00016242i,-0.00043038+0.00051642i
-2.505e-05-0.00087977i,-0.00077113-0.0017442i,-0.00064289-0.0013186i,-0.00055212+0.0001285i,-0.00060659+0.0022785i,0.00030138+0.0029726i,0.00028217+0.0018169i,0.00020679+0.0013897i,0.00045378+0.0010798i,0.0010135+0.0006076i,0.0003019+0.00071097i,-0.00074365+0.00010997i,7.6464e-05-0.00044892i,0.00069403+6.8068e-05i,0.00038836+0.0007763i,0.00029403+0.00053183i,0.00050713-0.00019841i,0.00038193-0.00061343i,0.00048055-0.00054413i,0.00019052+7.4411e-05i,0.00016912+0.00027153i,9.538e-05+0.00030045i,-0.00021598+0.00021719i
0.0005391+0.0024457i,0.0007457+0.0017461i,0.0014433+0.0022972i,0.0012711+0.0028479i,0.0012767+0.0028783i,0.00024806+0.00206i,-0.00025002+0.00067908i,-0.00028091+0.0001483i,0.0001226-3.9376e-05i,0.0010154-8.4918e-05i,0.0012497+0.00033474i,0.00056278+0.00037024i,-0.00029856+0.00049051i,-0.00089386+0.00054521i,-0.00080183+0.00051067i,-0.00084068+0.0012252i,-0.00067227+0.0009686i,0.00012405+0.00061854i,0.00056278+0.00077377i,0.00058682+0.00081138i,-3.9267e-05+0.00061954i,-0.00064291-0.00014324i,-0.00021628-0.00034024i
-0.0026336+0.002648i,-0.0029173+0.0033447i,-0.0021724+0.003641i,-0.00063511+0.0031956i,0.00069288+0.0030344i,0.0014988+0.0025742i,0.00179+0.0017261i,0.0013796+0.00045661i,0.001146+0.00037186i,0.000985+0.00087903i,0.0010518+0.00056895i,0.0012132+0.00046344i,0.00057886+0.00024377i,-0.00040355-9.2697e-05i,-0.0010561-0.00057458i,-0.00079199-0.00089445i,-0.00019456-0.00067312i,0.0001494-0.00028577i,0.00054024+0.00010679i,0.00041564+0.00034217i,-0.00022402-0.00037569i,-0.00065869-0.0010386i,-0.00055862-0.00078789i
0.0024365+0.0005273i,0.0020752+0.0011729i,0.0011419+0.0017914i,0.00027851+0.002338i,-0.00057571+0.0023767i,0.00022113+0.0022953i,0.00091076+0.0025878i,-5.5495e-05+0.0018561i,0.00045995+0.00072121i,0.0016384+0.00011201i,0.00084748-7.2392e-05i,0.00043336+0.00070411i,0.00079409+0.0013746i,0.00074636+0.00071894i,0.00023574+0.00014444i,-0.00021727+0.00034451i,0.00071946+0.00053764i,0.0018836+0.0001204i,0.0020942-0.00034845i,0.0012754-8.7972e-05i,-0.00018846-0.00044624i,-0.00063403-0.00075522i,-5.8428e-05-0.00043731i
-0.0023308-0.00068159i,-0.0026076-0.0017179i,-0.0014873-0.00040096i,-0.00092831+0.0020682i,-3.5406e-05+0.0036522i,0.0015575+0.0036209i,0.002067+0.0016977i,0.0014478+0.0006201i,0.00067183+0.00059031i,0.0011503+0.00023456i,0.0011513+0.00052028i,-0.00016409+0.00072037i,-0.0012167+0.00033937i,-0.00093266-0.0002256i,-1.7746e-05-0.00040942i,0.00014187+0.00072696i,0.00018482+0.00033789i,0.0005849-0.0003234i,0.00027034-0.00015921i,-0.00011143+0.00013616i,-9.9231e-06+0.00041649i,-1.1118e-05+0.00054585i,-0.00012217+0.00013501i
-0.00026598-0.0014937i,-0.0010865-0.0010416i,-0.0014137-0.00075278i,-0.0014082+0.00093543i,-0.000609+0.0030429i,0.00049686+0.0030626i,5.6116e-05+0.0022315i,-0.00055913+0.00085039i,-9.4908e-05+3.2676e-05i,0.0004869+0.00043023i,0.00052879+0.00068734i,0.00054352+0.00024845i,-0.00012968-0.00023647i,2.3873e-05-0.00030097i,0.0006516+0.00039536i,2.2253e-05+0.0011897i,-0.00057156+0.0008769i,-0.00013361+0.00049627i,-0.00013552+0.00048976i,-0.00068846+0.00013467i,-0.00063315-0.00036913i,-0.0010084-0.00028813i,-0.001046-5.6052e-05i
-0.0010016+0.00036606i,-0.0012413+0.00049597i,-0.0018847+0.00071877i,-0.001881+0.0015955i,-0.00071339+0.0023811i,0.00079224+0.0025164i,0.00021686+0.0021498i,-0.00094055+0.0012083i,3.5373e-05+0.0010331i,0.00051003+0.00087054i,0.00072456-0.0003755i,0.0010405-0.00087316i,0.00043821-0.00022915i,-0.00054777-0.00035954i,-0.00052437-0.0011805i,6.5761e-05-0.00097842i,-5.3911e-05-0.00015335i,-0.00043255-0.00040856i,-0.00063785-0.00061592i,-0.00061489-0.0002325i,-0.0001994-0.00027501i,-0.00011885-0.00047089i,-0.00011574-0.00011437i
0.00073202+6.8497e-05i,0.0012936+0.00063866i,0.0013008+0.0014007i,0.00059967+0.0014323i,0.00065746+0.0022826i,0.0011793+0.0026499i,0.0017335+0.002062i,0.0014124+0.00090777i,0.0005427-0.00039867i,6.914e-05-0.00097368i,-0.00019569-0.0013948i,-0.00076241-0.00099576i,-0.00049356+0.00024552i,-8.797e-05+0.00017048i,0.00026675-0.0001926i,0.00011196+0.00025396i,-0.00026371-0.00034266i,-0.00027026-0.00032708i,-4.4337e-05+0.00040215i,0.00064496-0.00024195i,0.00030623-0.00051289i,-0.00012757-9.1231e-05i,4.6286e-05+0.0002063i
4.936e-05-0.0014625i,0.00020986-0.0011974i,-0.00023538-0.00034647i,-0.00028383+0.00024667i,-1.7805e-05+0.0017215i,-0.00022312+0.0025872i,-0.00081979+0.0024429i,-0.00032046+0.0017075i,0.00080475+0.00079209i,0.0007351+0.00041242i,0.00020361+0.00045292i,0.00015944+0.00033702i,0.0010468-0.00028317i,0.001307-0.00076594i,0.00054445-0.00082962i,-0.00020746-0.00024343i,-2.0887e-05+0.00074321i,0.00042775+0.00067168i,0.00052524-0.00020812i,0.00038938-0.00093251i,2.8434e-07-0.00050397i,-0.00031947-6.0293e-05i,-0.00012007-0.00018904i
-0.002545+0.00025499i,-0.0024369+0.0001226i,-0.0022359+0.0006842i,-0.0014676+0.0011692i,-0.0003841+0.0014899i,0.00028016+0.0014565i,0.0003776+0.0014484i,-9.0644e-05+0.0015447i,-0.00013356+0.0011815i,-0.0002733+0.00043451i,-0.00034366-5.3177e-05i,0.0001479+3.3193e-05i,0.00017187+0.00026208i,0.00041385-0.00028283i,0.00058295+0.00026479i,0.00069537+0.0011614i,0.00040704+0.00085418i,-0.00033083+0.00054444i,-0.00033041+0.00064115i,-0.0006924+0.00022153i,-0.00073185-0.00043784i,0.00010162-0.000333i,0.00069221+0.00017896i
0.00041978-0.00026555i,-0.0010369+0.0011926i,-0.002226+0.0020292i,-0.0021242+0.0025779i,-0.0011998+0.0029713i,0.00063118+0.0025122i,0.0012618+0.0008151i,0.00064592+0.00022606i,0.00033759+0.00091207i,0.00067187+0.00068485i,0.000324+0.0002388i,-0.00014389+0.00037969i,0.00021148+0.00022014i,0.0012521-0.00063129i,0.0012567+3.906e-05i,-0.00018494+0.00035191i,-0.00024505-0.00067188i,-0.00024001-0.0011862i,-0.00041187-0.0008539i,0.00053813+7.8503e-05i,0.0011779+0.00075821i,0.0011244+0.00030473i,0.00084861-0.00028287i
-0.00054616+0.0001626i,-0.0019836-0.00053227i,-0.0029626-0.00068542i,-0.0015427+0.00018425i,-0.00015634+0.00168i,0.00064469+0.0023714i,0.00081395+0.0025312i,0.0001021+0.0018238i,-0.00042676+0.001126i,5.4677e-05+0.0010207i,-5.8125e-05+0.00074418i,-0.00041268-0.00022671i,-0.00069117-0.000759i,-0.00052051-0.00066272i,2.5001e-05-0.00036734i,-8.5046e-05+0.00069606i,-0.00064125+0.001387i,-0.00099866+0.00062734i,-0.0005578+0.00034758i,0.00026174+0.00053693i,0.00013282+0.00098069i,-0.0011105+0.0010311i,-0.0010517-5.9485e-05i
0.00038741-0.00054716i,0.0009853+0.00034394i,-0.00036927+0.0010633i,-0.0023037+0.0022304i,-0.0025033+0.0033767i,-0.00013278+0.0034549i,0.0012961+0.0019176i,0.00079496+0.00062658i,0.00042345+0.00058717i,0.00053116+0.00038402i,7.0558e-05-0.00018128i,-0.0002134-0.0003417i,0.00018605+0.00030543i,-4.8443e-05+0.00034422i,-5.2168e-05-0.00038512i,-0.00011213-0.00028889i,-0.00048619-5.0259e-06i,-8.7184e-05+0.00040226i,0.00010972+0.00027819i,0.00032051-0.00033123i,0.00023735-0.00032678i,-0.00016817+0.00029964i,-0.00042861+0.00049234i
-0.0010782-0.0034643i,-0.0028416-0.0043226i,-0.0041536-0.0033295i,-0.003441+0.0004306i,-0.0010406+0.0032066i,-0.00018982+0.0039811i,-0.00051359+0.0029776i,0.00010233+0.0016i,0.00073771+0.00087134i,0.00082963+0.00023248i,0.00027289+0.00031749i,8.8875e-05+0.00036188i,0.0004472-5.5583e-05i,0.00081535-6.4592e-05i,0.00064254+0.00012774i,-0.00038118+9.079e-05i,-0.00076765+0.0004526i,0.00016872+0.00027311i,0.00049219-0.00036657i,0.00025721+1.7861e-05i,-0.0003787+0.00066543i,-0.00059542+0.00022994i,-4.4177e-05-0.00065016i
-9.2691e-05-0.0001077i,-0.0010884+0.0010604i,-0.0017277+0.0026057i,-0.0010112+0.002657i,0.00033176+0.0029136i,0.00046142+0.0029596i,0.00023215+0.001099i,0.00032806-0.00020293i,0.00089583+0.00016526i,0.0010092+9.9354e-05i,0.00095751-8.3374e-05i,0.00082385-0.00048104i,0.00042176-0.0011056i,8.6801e-05-0.0011246i,-0.0001784-0.00014983i,-0.00050954+0.00045783i,-4.3412e-05+0.00038949i,0.00062483-0.00033873i,-3.7856e-05-0.00014958i,-0.0013021+0.0010205i,-0.0011517+0.00067831i,-0.00083241+0.00043858i,-0.0010956+0.00047051i
-0.0013665+6.5275e-05i,-0.0020544-0.001067i,-0.0024189-0.00070806i,-0.0017636-0.00044824i,-0.00032378+0.00062429i,0.00038164+0.002859i,1.5899e-05+0.0029461i,-0.0001293+0.0016275i,0.000355+0.00074773i,0.00073225+0.00049904i,3.762e-05+0.00046639i,-0.00096965-0.00049028i,-0.00016334-0.00070138i,0.00092579+0.00025635i,0.00044861+0.00076979i,0.0002+0.00043721i,7.6875e-05+8.5497e-05i,-0.00068331-5.6297e-05i,-0.00063304-2.4773e-05i,0.00019194-0.00036322i,0.00059178+3.1844e-05i,0.0004889+0.00076177i,0.00014102+0.00064962i
0.0002798-0.0009024i,0.00029316-8.0127e-06i,-0.00069673+0.0012495i,-0.0013001+0.0017018i,-0.00096671+0.0027219i,-0.00052738+0.0028991i,0.00056399+0.0010851i,0.00042703+0.000209i,-2.9324e-05-4.9732e-06i,0.00039419-6.0992e-05i,0.00036043+0.00020963i,-0.00044528+5.3324e-05i,-0.00023327-0.00034143i,0.00067604-0.00029842i,0.00068139-4.0952e-05i,0.00022958-4.1843e-05i,3.731e-05-0.00037327i,0.00014061-0.0003742i,7.2428e-05+0.00024847i,5.9474e-05+0.00048068i,0.00027472+0.00037119i,0.00022665+0.00046013i,0.00015924+0.00019109i
