0.0023373+0.0012673i,0.00189-0.00022078i,0.0010092-0.0030112i,-0.00012025-0.0037443i,-0.0018412-0.0024627i,-0.0032377-4.2976e-05i,-0.0016122+0.0020605i,0.00061236+0.0025344i,0.0019665+0.0014896i,0.0018726-0.00093575i,0.00048788-0.0018944i,-0.0012801-0.0012741i,-0.0016058-0.0009268i,-0.00059159-0.00055933i,-0.00059654-0.00064917i,-0.0012433-0.00032475i,-0.00094999+0.00018563i,-7.1141e-05+2.3801e-06i,0.00015945+0.00038928i,-0.00017388+0.0005045i,-4.6222e-05-1.0559e-05i,-0.00028894-0.0005783i,-0.0007965-0.00084001i
-0.00062859-0.0011625i,-0.00024719-0.0017055i,0.00052435-0.0018976i,0.00037266-0.0012236i,0.00051808-0.00053541i,0.0010114+5.5018e-05i,0.00089602+0.0004484i,6.5202e-05+0.0010209i,-0.00048852+0.0005783i,-0.00024787+2.4877e-05i,-3.0805e-05+0.00019028i,-0.00024767+0.00069731i,-0.00012532+0.00062829i,2.9456e-05+2.3278e-05i,-0.00038667-1.7773e-05i,-0.00059713+0.00017783i,-0.00059982+0.00032446i,6.0223e-05+0.00029791i,0.00034784+0.00067951i,-0.00012631+0.00063146i,-0.0006906+3.0385e-05i,-0.00041238-0.0001973i,-7.8561e-05-0.0001981i
0.00030447+0.00098167i,5.183e-05+0.001768i,0.00043648+0.0015033i,0.00051077+0.0017122i,-4.7222e-07+0.00075279i,-0.00029173-0.00010905i,-0.00032806+0.00023491i,6.8721e-05+0.00032089i,0.00055327+0.00014524i,0.00088405+0.00016115i,0.00087986-4.0529e-05i,0.00036567-1.7452e-05i,-9.3385e-05-0.00022567i,0.00019329-0.00057125i,-0.00025779-9.9455e-05i,-0.00066972+0.00039045i,-0.00018715+0.00058174i,-0.00053501+0.00024993i,-0.00064784+0.00048359i,0.00046889+0.00048746i,0.0014235-0.0001437i,0.0010506-0.00037529i,0.00060249-0.00033026i
-0.0020203-0.00022083i,-0.00072789-0.00020001i,0.00083811-3.6069e-05i,0.0016622+0.0011642i,0.0025737+0.0004979i,0.0013464-0.00071296i,-0.00077279+0.00014694i,-0.00095372+0.00096392i,-0.00064695+0.00019629i,-2.075e-05+3.8537e-05i,0.00050409+0.00040853i,7.6917e-05+0.00040809i,-0.00062321+0.00019872i,-0.00017015+4.5729e-05i,0.00030943-2.1475e-05i,-6.5916e-05-2.6578e-05i,-0.00078353+0.00010763i,-0.00047737+0.00015912i,0.00016128+0.00051955i,0.00035752+0.00037505i,0.00053648+4.3818e-05i,-0.0002114-0.00021639i,-0.0010943+0.00011993i
-0.00028116+0.0013047i,0.00021651+0.002607i,0.00091119+0.0017089i,0.00048657-0.00019724i,0.00068729-0.00075048i,0.0010803+0.00015829i,0.00067392+0.0017809i,5.6471e-05+0.0019265i,0.00021046+0.00073452i,0.00057998-6.4937e-05i,0.00029569-0.00028565i,-0.00016002-0.00027416i,0.0001814+0.00012546i,0.0008406+0.00049916i,0.00082017-0.00010524i,0.00045418-0.00090204i,0.00025553-0.00082469i,-0.00016318-0.0005695i,-0.00075826-0.0010068i,-0.00032935-0.00091204i,0.00011863-0.00088356i,0.00027029-0.0013205i,0.00017132-0.00048929i
0.0010966-0.0031027i,0.0012237-0.00098116i,-0.00014551-8.1783e-05i,-0.00028858+0.00066793i,-0.0005868+0.00064088i,-0.001062+0.00024807i,-0.0009282-9.5061e-05i,-5.381e-05-3.0784e-05i,0.0010251+0.00053724i,0.00054736+7.0294e-06i,-0.00047994-0.00015898i,-0.0010605+0.00034765i,-0.00033036+0.00077355i,0.0016588+0.000741i,0.0018689+0.00047705i,0.00088021+0.00025835i,0.00026213-3.9192e-05i,2.8939e-05-8.9504e-05i,0.00046368-5.2505e-06i,0.00061828+2.3508e-05i,0.00042709+0.0009821i,0.00025848+0.0014898i,9.1662e-05+0.00017285i
-0.00097798-0.00031202i,-0.00090668-0.0004375i,-0.00056486-0.00025367i,-0.00019525-0.00014498i,0.0011065+6.7478e-05i,0.0011827+0.00069778i,7.7547e-05+0.001565i,-0.0013892+0.0017706i,-0.0020936+0.00087856i,-0.0013341+6.689e-05i,-0.00095101-0.00015952i,-0.00059681-0.00060787i,0.00025954-0.00020266i,0.00027515+0.00063708i,-9.4328e-05+0.0006089i,-0.00040261+0.00057391i,0.00014554+6.3001e-06i,0.00048782+0.00017984i,-0.0006198+0.00033588i,-0.0011592+0.00020227i,7.558e-05+6.0838e-07i,0.00052779-0.00038772i,-0.00042126-2.6631e-05i
0.0019706+0.0012593i,0.0015771+0.0022233i,0.0012761+0.0018593i,0.00036146+0.00023107i,-0.00035716-2.3011e-05i,-0.0005027+0.00086323i,-0.00027605+0.0014623i,0.00026817+0.00079617i,0.00056272-0.00040029i,0.00052061-0.0008276i,0.00033568-0.00040567i,-0.00041043-0.00039622i,-0.00014982-0.00054483i,0.00021616+1.2242e-05i,-0.00057412+0.00071524i,-0.00075743+0.00039602i,-0.00011793-0.00063236i,0.00022379-0.0010003i,-0.00020566-0.00050025i,-0.00039306+2.3577e-05i,0.00025838-0.00028831i,0.00052398-0.00041456i,0.00018528-0.00046805i
-0.0011418-0.0030465i,-0.0015392-0.0030223i,-0.001496-0.0018502i,-0.00081216+0.00040168i,-0.00024749+0.00064586i,-0.00036113-0.00030164i,6.0079e-05+9.9555e-05i,0.00060713+0.00052567i,0.00073546+0.00088005i,0.00057594+0.00054153i,0.00029499+0.00015493i,0.0003784+0.00049738i,0.00015723+0.00082594i,0.00040617+4.8088e-05i,0.00093312-1.8903e-05i,0.00065833-0.00019254i,-1.6793e-05-0.00042148i,-0.00071692-0.00011573i,-0.00065612+0.00041344i,-2.4502e-05+0.0010073i,6.6954e-05+0.001176i,9.301e-05+0.00025444i,0.00073208-0.00029863i
0.00097104+0.00151i,0.0018468+0.0028673i,0.0025482+0.0019661i,0.0017371+0.00053518i,0.0010283-4.9526e-05i,0.00080951+0.00023619i,0.00070631+0.00099489i,0.0006596+0.00093756i,0.00070729+0.00061619i,0.00095473+0.00024806i,0.00059582-2.122e-05i,0.00051269+5.1722e-06i,0.00089004-0.00024826i,0.00053428-0.00030667i,-0.00033188-0.00034087i,-0.00075353+0.00012959i,-0.0011098+0.00015808i,-0.00096354-0.00019459i,-0.00026231+0.00039776i,-0.00026911+0.00053933i,-0.0010728-0.00023319i,-0.00079363-0.00069829i,-0.00044471+1.1044e-05i
-0.00068746+7.8309e-05i,-0.0014583+0.00091506i,-0.0016074+0.0016815i,-0.00062496+0.00096322i,-0.00022872-7.5661e-05i,-0.00033132-0.00017373i,-0.00016794+0.00013963i,0.00027247+0.00074281i,0.00067774+0.00060097i,0.00069228+0.00016413i,-0.00038718+0.00078192i,-0.0014454+0.0013826i,-0.00064921+0.0011023i,0.00016994+0.00033368i,0.00040523-0.0004013i,0.00073617-0.0012064i,0.0014513-0.0013144i,0.0014307-0.00031439i,0.00067928+0.00037082i,0.0003999+0.00032976i,0.00026212+0.00019989i,-0.0004469-0.000445i,-0.00043085-0.00085442i
-0.0022065+0.00085985i,-0.0011866+0.0012541i,-0.00031002+0.0014642i,0.00030157+0.0011571i,0.00073651+0.00096673i,0.0013213+0.0013421i,0.0012235+0.00090499i,0.00033879-9.9988e-05i,-0.00017366-0.00016868i,5.0899e-05+0.00036503i,-7.1603e-05+4.2056e-05i,-0.00017476-0.00035701i,0.0007765+0.00040335i,0.00078656+0.0010638i,-0.00035375+0.00025392i,-0.00032966+0.00044689i,-0.00019742+0.00071776i,-0.00047462+0.00058587i,0.00015565+4.2801e-05i,0.00051887-0.00051229i,-0.00031968-0.00054798i,-0.00019219-0.00053006i,-0.00017441+4.7555e-05i
-0.00092684+0.00090828i,-0.0001636+0.0013981i,0.00065785+0.0015837i,0.0010573+0.001486i,0.00099718+0.0012313i,0.00086309+0.0010108i,0.0002849+0.001134i,-0.00021259+0.00079778i,0.0002347+0.00011312i,0.00038022+0.00043173i,-0.00036987+0.0010301i,-0.0010924+0.00069191i,-0.00068163-0.00027446i,8.4221e-05-0.00067494i,0.00050881-0.00045007i,0.0001892-0.00081636i,0.00010382-0.00015421i,0.00035615+0.00056358i,5.7306e-05-0.00029366i,-0.00044124-0.00045636i,-0.00072989-0.00035006i,-0.00020122-0.00058205i,0.00053741-0.0001907i
0.00048718-0.0007832i,6.4442e-05+0.00099348i,-0.00095829+0.00075666i,-0.00070048-0.00035346i,-0.00020352-0.00012904i,-0.00086713+0.00019867i,-0.0013192+0.00062379i,-0.00047546+0.00025924i,0.00061752-0.00011946i,0.00077478+0.00032157i,-0.0001536+0.00011981i,-0.0013733+0.00010329i,-0.001373+0.00041459i,-0.00060586+0.00023689i,-0.00035426+0.00024262i,-0.00026431+0.00011303i,-1.6133e-05+1.9689e-05i,0.00054934+9.8986e-05i,0.00063093+0.00023899i,0.00012083+0.00064141i,-0.00039727+0.00080202i,-0.00029494+0.00075067i,0.00023161-8.2526e-05i
-0.00043211-0.0025006i,0.00059402-0.0010463i,0.0013822-0.0009218i,0.0012007-0.0012332i,0.00051489-0.00048575i,-0.00011775+0.00048974i,-0.00047261+0.00045278i,-9.0767e-05+0.0002378i,0.00031806+0.00030377i,0.00039743+5.8698e-05i,0.00027376-0.00079492i,0.00044021-0.0011642i,0.0001891-0.0010369i,-0.0001233-0.00050889i,-7.5187e-05+0.00013582i,0.00029632+0.00040232i,0.00059085+4.4961e-05i,0.0002669-0.00045454i,-3.1939e-05-0.00087734i,-0.00049668-0.0011165i,-0.00066668-0.0007424i,-0.00042865-0.00065539i,-0.00019327-0.00091176i
0.0013746-0.0020103i,0.0015263+0.00021883i,0.00026274+0.0011049i,-0.00080552+6.4909e-06i,-0.00087739-0.00069776i,-0.000556+0.0004027i,-5.9692e-05+0.0012066i,3.263e-05+0.0015595i,-0.00018556+0.0012013i,-0.00035854+0.00073518i,-0.00015298+0.00070982i,0.00066835+0.001254i,0.00052185+0.0015588i,-0.00046648+0.00086245i,-0.00066812+0.0003258i,-0.00042819-8.6555e-05i,-0.00063612-6.3717e-05i,-0.00060176+0.0002708i,-0.0006901+0.00035807i,6.8961e-05+0.00030409i,0.00049874-0.00024065i,0.00018497-0.0005392i,0.00063831-0.00055263i
2.8929e-05+0.00033569i,-0.00037902+7.4355e-05i,-2.2549e-05-0.00044008i,0.00038837-0.0009871i,0.00069684-0.00073092i,0.00051865+7.703e-05i,-0.00022273+0.0009547i,5.2215e-06+0.001182i,0.00037261+0.00045964i,0.00033647-0.00035988i,-0.00011829-0.00057915i,-0.00041632-0.00026089i,-0.00042426+0.00047749i,-0.0001994+0.00051973i,-0.00011171+0.00012295i,-0.00022568+0.00010083i,0.00016158+0.00072846i,0.00074058+0.00053888i,0.00078513-5.7286e-05i,0.00066156+0.00046346i,0.0003684+0.00038343i,0.00058431-0.00028272i,0.00052006-0.00033415i
-0.0008653+0.00147i,0.00065351+0.002075i,0.001549+0.0020603i,0.0011185+0.00074182i,0.00091372-0.00035816i,0.00054395+9.4674e-05i,0.00037256+0.00091904i,-0.00013276+0.0013754i,-0.00042214+0.00097702i,0.00026821+0.0011016i,0.0011179+0.0012458i,0.00076131+0.00044205i,0.00012894-0.00033705i,-1.562e-05-0.00064875i,6.752e-05-0.00024519i,0.00042194-3.3379e-05i,-0.00036817+0.00024502i,-0.0005791+0.00062691i,0.00025807+0.0011464i,0.00065009+0.0013082i,0.00086136+0.00058519i,0.00041406+0.00067907i,-8.7742e-05+0.00099638i
-0.0018486-0.0024224i,-0.0017496-0.00066497i,-0.00084598+3.9064e-05i,0.00029321+0.00077076i,0.0012393+0.0016726i,0.0013995+0.0010168i,0.00024589+0.00011948i,-2.9433e-05+0.00030298i,0.00018123-0.00023543i,0.00041652-0.00066881i,0.0002739-0.00016778i,-0.00022432+0.00032656i,-0.00051579+0.00049477i,-0.0005569+0.00017996i,0.00035191+0.00039562i,0.00038943+0.00052858i,0.00022672+0.00077061i,0.00035023+0.00093836i,-0.00014866-0.00042856i,-0.0001271-0.0011114i,0.00025943-0.00043885i,0.00038813-0.00030009i,0.00011927-0.00025448i
-0.0015169-0.00025777i,-0.0015936-0.00015701i,-0.0012429+0.00071145i,-0.00037045+0.0011621i,0.00021117+0.00096362i,0.00060055+0.0010421i,0.00028319+0.00097878i,-0.00022478+0.00064601i,0.00021049-0.00025381i,0.00092363-0.0007672i,0.00095365-0.00033786i,0.00095624+0.00041268i,0.00085235+0.0010486i,-0.00015931+0.00073394i,3.8635e-05+0.00012381i,0.00038945+0.00011929i,-0.00014211+0.00070337i,-6.8378e-05+0.00030173i,0.00046802+3.7315e-05i,0.00045543+0.0009613i,-0.00012934+0.0015783i,0.0004955+0.00066863i,0.0011367-0.00032693i
-0.00018551+0.0017442i,0.00014299+0.0020104i,0.00048022+0.0016369i,0.00089442+0.00048958i,0.00020319-0.00020372i,-0.0007258-9.9038e-05i,-0.0010305+0.00077955i,-0.0006442+0.00031974i,-0.00056596-0.00022734i,-0.0012632+0.00041418i,-0.0013344+0.00068005i,-0.001072+0.00015665i,-0.00070902-0.00029954i,-4.1145e-05+0.00030313i,5.9679e-05-0.00024527i,0.00058205-0.0011782i,0.00089367-0.00077649i,0.00055704-0.00035139i,-0.00033718-0.00045851i,-0.00087244-0.00047187i,-0.00035538-0.00010396i,-0.00068458+0.00058107i,-0.0010029+0.00046124i
-0.00067015-0.0011089i,-0.00086298-0.00091311i,-0.00063048+1.4158e-05i,-0.00073023+0.00046773i,-0.0016727+0.00032022i,-0.0014906+0.00042834i,6.5706e-05+0.00045483i,0.0006774+0.00042197i,2.7843e-05-5.158e-05i,3.7161e-05-0.00058639i,-0.00057637-0.0011436i,-0.0014627-0.00061984i,-0.0013519+0.00016951i,-0.00057067-0.00029606i,-0.00029496-0.00047555i,0.00067795-8.2216e-06i,0.0015231+0.0005537i,0.00082741+0.00090221i,0.00023449+0.0010404i,0.00023114+0.00072736i,1.979e-05+0.00060691i,-0.00034373+0.00067224i,-0.00054647+0.00016574i
0.0014448+0.0011703i,0.0020591+0.0023748i,0.0024961+0.0015095i,0.0017871-0.00049655i,0.0014668-0.0013487i,0.0012262-0.00019492i,0.00067423+0.00037032i,0.00050904+0.00061025i,0.00055735+0.0006405i,0.00057873+0.00047015i,-0.00031042-5.6382e-05i,-0.0014418-0.00033555i,-0.0007774-1.5158e-05i,0.00026062+0.00046035i,0.0004199+0.0003871i,0.00015634-1.633e-06i,-0.00018685-0.00052523i,2.3022e-06-0.0008922i,-0.00011908-0.00087862i,-0.0002333-0.00062779i,-0.00032263-0.0006487i,-0.00064643-0.00065561i,-0.00054736-0.00050272i
-0.00068108-0.00060977i,-0.0011452-8.2369e-05i,-0.0024428-0.00010536i,-0.0022429+0.00063176i,-0.00077368+0.00079918i,1.8815e-05+0.00090318i,-0.00020713+0.00098953i,5.6685e-05+0.0012507i,0.00065954+0.0011372i,0.00021331+0.00022172i,-0.0003908-0.00026348i,-0.00026732+2.3132e-05i,-0.00017298-0.00018348i,-0.0005594-0.00039095i,-0.0010304-0.0001333i,-0.0011785-1.6179e-05i,-0.0014112+0.00016569i,-0.0014044+0.00017204i,-0.00092158+0.00018764i,-0.00012952-0.00017838i,0.00034181-0.00099519i,0.00018043-0.0010109i,0.00056342-0.00036125i
-0.00084998+0.00087242i,0.0013694-0.00021182i,0.0024754-0.00068915i,0.0027596-0.00024344i,0.0027601+0.000521i,0.0020148+0.00068779i,0.00072512+0.00061928i,0.00019698+0.00070749i,0.00061166+0.00084713i,0.00039964+0.00061251i,-0.00010257+0.00010853i,0.00026009-0.00034342i,0.00022849+0.00014669i,0.00043616+0.00093854i,0.00055821+0.0013092i,0.0010417+0.0006517i,0.0014017-0.00024119i,0.0010874-0.00030214i,0.00071047-0.00029679i,0.00064728+8.5419e-05i,0.00029716+0.0001032i,-1.7791e-05-8.3051e-05i,1.8741e-05-0.00044173i
-0.0017726-0.00054297i,-0.00074694+0.0011245i,0.00012864+0.0021696i,0.00014783+0.0013661i,0.00079618+0.00043017i,0.00022271+0.00068047i,-0.00029821+0.00072687i,0.00036124+0.0012216i,0.00083723+0.0018656i,0.00091548+0.0012843i,0.00041029+0.00054035i,-7.3675e-06+0.00048891i,-0.000237+7.1395e-05i,-6.012e-05+1.4136e-06i,8.7445e-05+0.00040551i,0.00018271+0.00027311i,0.00055511+6.4896e-05i,6.3201e-05-0.00041728i,-0.00046678-3.4955e-05i,-9.573e-05-0.00032219i,-8.9035e-05-0.0010467i,-0.00026972-0.00024072i,0.00035156+0.00058451i
-0.0014658-0.0017538i,-0.001207+0.00014351i,-0.00071095+0.0013811i,-0.00037286+0.0016593i,-0.00057641+0.0017907i,-0.00028095+0.0012615i,-0.00024357-0.00017345i,-0.00031813+6.506e-05i,0.00016082+0.00094701i,0.00020154+0.00081743i,0.00052169+0.00019153i,0.0011629+2.1446e-05i,0.00047362+5.5699e-05i,4.4987e-05+0.00015993i,0.00044413+0.00010642i,0.00041823+0.00017988i,-0.00027867-0.00013236i,-0.00069608-9.1819e-05i,2.0264e-05-0.00018324i,0.00055628-0.00050703i,0.00053713-3.8557e-05i,-4.8213e-05+0.00061724i,6.5945e-05+0.00036854i
-0.00010371-0.00019148i,-0.00046978+0.00038216i,0.00070511+0.00039956i,0.0018266+0.00017792i,0.0016015+9.2856e-05i,0.0010508+0.00020101i,0.00086979+0.00027908i,0.00034827+0.00029454i,-0.00035964-0.00010409i,-0.0001895-0.00084712i,0.00027197-0.0012978i,-3.8333e-06-0.00056929i,-0.00010723-0.00019488i,-4.0261e-05-0.0005269i,-0.00014982-0.00042364i,-2.2394e-05-0.00023612i,-4.6443e-05-0.0007785i,-0.00041082-0.0010025i,-0.00044781-0.00080155i,3.3328e-05-0.0013156i,-2.2433e-05-0.00185i,-0.00016179-0.0016568i,0.00011246-0.0016173i
9.1455e-05+0.0016208i,0.00043646+0.0016474i,-0.00017278+0.001242i,0.00054243+0.00053052i,0.00050988-0.00020324i,-0.00095312-0.00018064i,-0.0013896+0.00028853i,-0.00060909+0.0002897i,0.00031058+0.00035026i,0.00073609+0.00029038i,0.00058743-6.1989e-05i,-7.3709e-05-0.00021589i,-0.00024947+0.00011692i,-0.00019497+0.00063978i,0.00078124+0.00082365i,0.00085575+0.00041405i,-0.00010538-0.00035314i,-8.824e-06-0.00037171i,0.00065389-2.3317e-05i,2.5544e-05-7.7003e-05i,-0.00059516-0.00011715i,-9.392e-05-0.00059993i,0.00023598-0.00038471i
0.00045023-0.00024361i,-0.00014506-0.00060353i,-0.00013654-0.00079553i,0.00011309-0.00041257i,0.00082785-0.00037309i,0.0010504+0.00094944i,0.00033179+0.0017091i,0.00014394+0.0015247i,8.2333e-05+0.00056992i,-0.00026389-0.0011781i,-0.00019063-0.0013858i,-0.00053402+7.7791e-05i,-0.00088443+0.0011767i,-0.00099914+0.00087679i,-0.00052095+0.00034831i,9.1812e-05-5.2483e-06i,0.00085528+0.00014516i,0.001024+0.00074403i,6.9018e-05+0.00051189i,0.00054684-3.3328e-05i,0.0013152+0.00029505i,0.0011639+0.0009164i,0.00065123+0.00032517i
0.001485-0.00041943i,0.0022867+0.0016383i,0.0029548+0.0014785i,0.0031082+0.00021569i,0.0023772-0.00078592i,0.00022018-5.4797e-05i,-0.00056799+0.00089488i,0.00098847+0.0006996i,0.0016604+0.00025156i,0.00051273-0.00033274i,-0.00010622-0.00040757i,-0.00013722-0.00016057i,-0.00090064-0.00047759i,-0.00085196-0.00067912i,-0.00080137-4.5012e-05i,-0.00029073+0.00067538i,0.00059837+0.00071069i,0.00030367+0.00028587i,0.00024466-0.00017125i,0.00018126-0.0002508i,-0.00016998-0.0001344i,0.00014346-3.8717e-05i,0.00052817-7.3302e-05i
-0.001898+0.00023494i,-0.0016705+0.001323i,-0.0017115+0.0015178i,-0.0010839+0.0017633i,-0.00078259+0.0020358i,-0.00078725+0.0011896i,-0.00094853+7.9588e-05i,-0.00051564+0.00044731i,0.00053253+0.00096034i,0.0017877+0.00050841i,0.0021155-0.00040777i,0.0013339-8.4765e-05i,0.00038726+8.4436e-05i,0.00072983-0.00028087i,0.00052357-9.566e-05i,0.00014512+5.1594e-05i,4.8759e-05-0.00044412i,-0.00046316-0.00085328i,-0.00050417-0.00056384i,-0.00051046-3.6769e-05i,-0.00017041+0.00077186i,0.00047368+0.00065524i,0.0004059+0.00014092i
-0.00038604-0.0020553i,0.00031498-0.001127i,0.00045135-0.00044708i,0.0012751-0.00046737i,0.0014648-0.00022232i,0.00072184+0.00019701i,0.00010414+0.00075101i,1.3798e-05+0.0010625i,0.00015081+5.41e-05i,0.00095652-4.2564e-05i,0.00061775+0.00078647i,-0.00022829+0.00050377i,-0.00027557-0.00021438i,-0.00033215+9.5246e-06i,-0.00027672+0.00048272i,-0.00033327+0.00027776i,-0.00096872+0.0002065i,-0.00095374+6.3835e-05i,-9.6537e-05-0.00020125i,0.00034068+0.00020345i,-9.6443e-05+0.00038943i,-0.00056857+3.5013e-06i,-0.00043586-0.00044176i
0.0031068-0.0013315i,0.0020009+0.00073489i,0.00087242-0.00065343i,-0.00048197-0.0019168i,-0.0016696-0.0013184i,-0.0010965+7.1916e-05i,-0.00070541+0.0013937i,-0.0012228+0.00089365i,-0.00096905-0.00034334i,-0.00058497-0.00085118i,-0.00049271-0.00089149i,-0.00020791-4.3762e-06i,-0.00076933+0.0011744i,-0.0010048+0.0015439i,-0.00041393+0.0012193i,-1.4627e-05+0.00040755i,0.00015223-6.3625e-05i,6.8569e-05-3.3086e-05i,4.5786e-05+0.00061218i,3.8495e-05+0.0010169i,-0.00042911+0.00078848i,-0.00050228+0.0011153i,-3.8976e-05+0.00096252i
0.00090988+0.0012952i,0.001183+0.0012933i,0.0013528+0.00068254i,0.0013424+9.5966e-05i,0.0011422-0.00026173i,0.0006245-0.00045727i,0.00047576-0.00012048i,0.00042438+0.00085454i,0.00040831+0.00046659i,0.00085052-0.00036188i,0.00055047-4.6201e-05i,0.00010764+0.0002073i,0.00073997+3.9416e-05i,0.0011835-0.00026643i,0.00083678-0.00078228i,0.00067198-0.00093316i,0.00057786-2.6855e-05i,0.0004615+0.00085926i,-0.00023158+0.0010632i,-0.00037248+0.00069583i,4.7529e-05+0.00080855i,-0.0001006+0.0011455i,-9.9663e-05+2.1253e-05i
0.00055935+0.0017107i,0.00098001+0.0027301i,0.0013722+0.0018824i,0.001289-0.00033308i,0.00031389-0.00095111i,0.00027909-0.00013431i,0.0011438+0.0001826i,0.00072116+0.00076106i,0.00072715+0.00089094i,0.0011549+1.1268e-05i,0.0005492-8.8052e-05i,0.00033657-0.00018332i,3.5118e-05-8.681e-05i,-0.00021158-0.00014983i,0.00049459-0.00062085i,0.00038115-9.3135e-05i,-0.00022333+0.00017944i,-0.00067514-0.00035165i,-0.00073853-0.00092295i,0.00041649-0.00065365i,0.00072835-0.00019108i,0.00031853-2.4785e-05i,2.5318e-05+1.5632e-05i
0.00086538-0.00037276i,4.9386e-06+0.00068087i,-0.00063447+0.0013654i,0.00043186+0.00062857i,0.00092815+0.00039233i,0.00060085+0.00030585i,0.00038205+0.00073347i,-0.00059856+0.0012209i,-0.0012424+0.00010917i,-0.00095247-0.00045498i,-0.00050972+0.00024989i,-0.00049309+0.00010626i,-0.0007973+0.00023439i,-0.00082658+0.00071164i,-0.00015526+0.00017232i,0.00028296-0.00048632i,0.00039031-0.00074917i,-0.00029202+0.00052912i,-0.00093654+0.00089657i,-0.00060501+0.00036065i,-0.0001308+0.00069557i,-1.9655e-05+0.00052359i,-8.8655e-05-0.0001095i
-0.00068705+0.00037449i,0.0010495+0.0011708i,0.0026389+0.0013813i,0.002324+0.00087345i,0.0012893-6.3484e-06i,0.00041002-0.00066705i,0.00024637-0.00063714i,0.00035908-0.00043144i,0.00040364+1.3205e-05i,0.00044334+0.00056596i,0.00021237+0.00034896i,0.00066619+0.00030836i,0.00081046+0.00023697i,0.00072433-0.00013921i,0.0014273+0.00025493i,0.0010981+0.00033155i,0.00011186+1.6531e-06i,-0.00015655-8.1997e-05i,-0.00011968+0.00019421i,-0.00039311-0.00022997i,-0.00047814-0.00065105i,-0.00034293-0.00055872i,5.4123e-05-0.00038333i
0.00064824-9.0122e-05i,-0.00012045+0.00057696i,-0.0014552+0.00023678i,-0.0013787+0.00043236i,-0.00074922+0.00040745i,0.00029685+0.00083657i,0.00035799+0.0019324i,-0.00067382+0.0018482i,-0.00059928+0.0011393i,-0.00021834+0.00035967i,-0.00070409+0.00017451i,-0.0012258+0.00012318i,-0.0010294-0.00046845i,0.00024619-0.00065638i,0.00040677-0.00077341i,0.00028488-0.0012599i,0.0011786-0.0010409i,0.0016702-0.00030014i,0.00099819+0.00013719i,0.00023584+0.00015695i,-4.4159e-05-0.00035836i,-0.00028285-0.0004129i,-0.0003061-3.757e-05i
0.0021673+0.00019129i,0.0022922+0.00066527i,0.0023999+0.00057182i,0.0023702+8.9147e-05i,0.0012726-0.00057806i,-0.00048057-8.6815e-05i,-0.00072004+0.00079998i,4.1181e-05+0.0010839i,0.00096602+0.00076836i,0.00098537+0.00024831i,-7.384e-05+9.6889e-05i,-0.00073673+0.00020431i,-0.00052042-0.00040865i,-0.00021719-0.0010581i,-1.4684e-05-0.00054901i,1.4368e-05+7.2234e-05i,0.00047476+0.00021406i,0.00064422-2.3038e-05i,3.7064e-05-0.00037208i,-0.00012872+2.8748e-05i,-6.9533e-07+0.00034225i,-6.9893e-05+4.1263e-05i,-0.00016227-0.00013002i
0.00060629+0.0032457i,0.00056381+0.0016923i,0.00065904+0.00066382i,2.2251e-05-0.00067268i,-0.00058671-0.0021762i,-0.00080301-0.0012663i,-0.0013232+0.00074259i,-0.0010416+0.0016827i,-6.5694e-05+0.0013343i,-0.00022382+0.00023118i,4.1998e-06-0.00046255i,0.00012817-0.00084055i,-0.00035395-0.00056808i,7.5283e-05+0.00011139i,9.0201e-05+0.00040145i,-0.00024834+5.0587e-05i,-0.00039284+0.00021501i,-0.00014304+0.00059311i,0.00030285+0.0010029i,-0.00019574+0.0017355i,-0.00066587+0.0013132i,0.00015417+0.00014981i,0.0007831-0.00042605i
0.0015412-0.00057786i,0.0012163+0.00011198i,0.0010864+4.5102e-06i,0.00054378-0.00042956i,0.00025584-0.00096058i,9.3883e-05-0.00049875i,0.00050669+0.00017216i,0.00099318+0.0008056i,0.00033407+0.0008383i,0.00033431+0.00034761i,0.0004027+7.143e-05i,-0.00047532-0.00026328i,-0.00010846-9.0302e-05i,0.00063002+0.00043593i,0.00028794+0.00051211i,-4.9467e-05+0.00017206i,0.00011963-0.00033789i,5.5332e-05-0.00034565i,0.00037244+0.00061047i,0.00061852+0.00074949i,9.9272e-05+0.00025817i,-0.00036869-7.2279e-05i,-0.00027081-6.7581e-06i
0.0013378+0.0021615i,0.002464+0.0013902i,0.0022973+0.00087637i,0.0020739-0.00082006i,0.0021797-0.0017004i,0.0012965-0.00090968i,0.00034944-0.00021954i,0.00027241-0.00051777i,0.00069031-0.0003671i,0.0011322-0.00021605i,0.0011475-0.00066015i,0.00042404-0.00082235i,-0.00023959-0.00046313i,6.2334e-05-0.00027359i,0.00066975-0.0001253i,0.00070061+0.00012704i,-0.0001498+0.00068642i,-0.0005147+0.00082076i,-0.00049902-1.003e-05i,-0.00010415+0.00014609i,0.00023333+0.00051159i,0.00035683+6.635e-05i,0.0004009-0.00017012i
