-0.00021825+0.0011908i,-0.00044829+0.002127i,-0.0017713+0.0013479i,-0.0027996+1.6931e-05i,-0.0021338+0.0010918i,-0.0012977+0.0027891i,0.00011899+0.0017282i,0.001211+0.00060724i,0.0010084+0.00046706i,0.00059739-0.0002065i,0.00011433-0.00059014i,-0.00038336-0.00018194i,-0.00056501+0.00017169i,-0.00048235+0.00037524i,-0.00052838+0.00068222i,-0.00075324+0.0013029i,-0.00026802+0.0010675i,0.00022583+0.00048637i,0.00023591+0.00039392i,0.00020352+0.00024277i,-3.7286e-05-5.2325e-05i,-0.00054404-0.00039762i,-0.00064852-0.00038911i
-0.001301+0.00090412i,-0.0015121+0.00097656i,-0.00065088+0.0010777i,0.00084627-0.00020601i,0.0014489-0.00012487i,-0.00032509-0.00063783i,-0.0016012-0.00084786i,-0.00096482-0.00021202i,0.00024804-0.00011574i,0.0011499-0.00042518i,0.00096541-0.00042163i,-0.00020987-0.00043642i,-0.00039488-0.00041604i,8.1523e-05-0.00034719i,7.5459e-05-0.00082428i,0.00036473-0.00097834i,0.00052819-0.00038365i,0.0001269+1.2744e-05i,-0.00036517-0.00044353i,-0.00022928-0.00060638i,0.000202-0.00043698i,-0.00013053+0.000148i,-0.00064121+0.0001375i
-0.00065202-0.00079782i,-0.0011169-0.0010938i,0.00086925-0.00039387i,0.0026069-0.00020821i,0.0029564-0.00063636i,0.0022777-0.00071741i,0.00039917-0.00048673i,-0.00071784+0.00033884i,6.6467e-05+0.0010686i,0.00024705+0.00011953i,-0.00061539-0.00088757i,-0.0012062-0.00047559i,-0.0011422+3.4615e-05i,-0.001084-0.00033841i,-0.00093063-0.0006165i,-0.00012071+0.00038672i,0.00078782+0.0012098i,0.00090546+0.0012434i,0.0011473+0.00080915i,0.0011558+0.00042251i,0.00042581+0.00018456i,0.00022548-5.712e-05i,1.3163e-05-4.0805e-05i
0.00076735-0.0023778i,0.0012859-0.0017408i,0.00080437+0.00022414i,-0.00095015+0.0019687i,-0.0011054+0.0020436i,-0.00046716+0.00048803i,-0.0010699-0.00073702i,-0.0015515-0.00080788i,-0.001282-0.00033439i,-0.00076922+5.6591e-05i,0.000103+0.00011718i,0.00063611+0.00017928i,0.00037876+0.00061658i,0.00030075+0.00038332i,0.0004132+0.00034946i,0.00056216+0.00056515i,0.00034392+0.00040806i,-0.00017111+0.00091737i,-0.00024781+0.00078851i,-0.00019972+0.00079725i,-0.00053732+0.0013544i,-0.0003268+0.00089182i,-7.6577e-05+0.0001885i
0.0010363+0.0018447i,0.002786+0.0017463i,0.0034816+0.0020216i,0.0040583+0.0020962i,0.003587+0.0018576i,0.0018313+0.00036414i,0.00049859-0.00074204i,2.1275e-05+0.00033107i,0.00018165+0.00025189i,0.00078713-0.00076409i,0.0009992-0.0010915i,0.00068316-0.0012405i,0.00055539-0.0013441i,-9.5041e-07-0.0011075i,-0.00034548-0.0003864i,0.00018394+0.00030375i,0.00015646+0.00043731i,-9.2108e-05+0.00022009i,-0.00015835+0.00028501i,0.00011139+0.00036743i,0.00060916+0.00097488i,0.00067518+0.0013777i,-1.3709e-05+0.0010339i
-0.0013739+0.0010116i,-0.00071805+0.00096101i,5.488e-05+0.0010712i,0.00081876+0.0012737i,0.002272+0.0013465i,0.002513+0.0014652i,0.0016905+0.0015186i,0.00064801+0.0013385i,-6.0718e-05+0.0020848i,-0.00012421+0.0028771i,-0.00060367+0.0014426i,-0.00031023+0.00013289i,0.00069106+0.00018648i,0.00065193+0.00058128i,0.00022007+0.0014634i,-0.00021093+0.0013588i,-0.0004115+0.00060659i,0.00011757+0.00023041i,0.00085212+0.00038943i,-7.8339e-05+0.00067876i,-0.001198+0.00030201i,-0.00037893-0.00056914i,0.00035807-0.0013576i
-0.00076826-0.00032274i,-0.0010818-0.00072254i,-0.00073342+0.00017006i,0.0010041+0.0011906i,0.0021733+0.0019712i,0.0011161+0.0010684i,0.00051686+9.7048e-05i,0.00014955+0.00030053i,-0.0012316+0.00082126i,-0.0014056+0.0010166i,-0.00086892+0.00054278i,-0.00033331-0.00026865i,-0.00030829-0.00090786i,-0.001164-0.00041517i,-0.0010334+0.00056001i,-0.00057852+0.00089212i,-0.00081524+0.0011386i,-0.0010606+0.001387i,-0.0012567+0.00032688i,-0.0011851-0.00040551i,-0.00088354-6.3657e-05i,-0.0006644+6.0105e-05i,-0.00012133-0.00027098i
0.0031885-0.00086393i,0.0017001-0.00097438i,-0.00064095-0.0016288i,-0.0017626-0.0019961i,-0.0018762-0.0016379i,-0.0015839-0.0011958i,-0.0005501-0.00082174i,-0.0005556-0.00062567i,-0.0014847-0.00095814i,-0.0013831-0.00127i,-0.00068477-0.00055065i,-0.00053487-0.00032404i,-0.00084753-0.0003334i,-0.00099716+0.00016066i,-0.00042083+0.00029426i,-0.0004246+0.00019633i,-0.00016835-0.00043197i,0.00057705-0.00042747i,0.0006134-2.0537e-05i,0.00038364-0.000425i,-2.2893e-05-0.00069974i,-0.00064072-0.00049167i,-0.00077527-0.00014134i
0.00091898-0.00039889i,-0.00087459+0.00032448i,-0.0014673+0.0012149i,-0.00025753+0.0013315i,0.00087037+0.00081076i,0.00050716+0.0001397i,-0.00023269-0.00042724i,-0.00092095-7.5478e-05i,-0.00068679-7.0606e-05i,0.0003315-0.00016893i,0.00078371+0.0002549i,0.00017412+0.00026287i,-0.00064967-0.00015354i,-0.00035855-4.1653e-06i,0.00057458+0.00028859i,0.00043664-5.1153e-06i,-0.00053525-0.00014671i,-0.0012371-0.00036096i,-0.00057818-0.00070691i,-0.00026284-0.001016i,-0.00037191-0.00074237i,0.00041841+0.0003961i,0.00086823+0.00045404i
-0.0015682-0.0016574i,-0.0019459-0.00045815i,-0.0022275+0.0017978i,-0.0010409+0.0029784i,0.0007276+0.0028081i,0.0010722+0.002192i,-9.3315e-05+0.0012953i,-0.00060445+0.00093064i,-0.00086964+0.00053125i,-0.0011342+0.00056426i,-0.00024683+0.0015167i,-6.2578e-05+0.0018422i,0.00012398+0.00088459i,0.00051693+3.5552e-05i,0.00065816-0.00019151i,0.00031011+0.00015311i,0.00011124+0.00043727i,0.00033808+0.00097282i,0.00038265+0.00068372i,0.00013817+0.00066316i,0.00058599+0.00092688i,0.00072658+0.00094239i,0.00042931+0.00065163i
-0.0013953-0.00020591i,-0.00060867-0.0017535i,-0.00050988-0.00074668i,-0.00036885+0.00028192i,0.00080281-0.00012273i,0.0015893-0.0008985i,0.00066174-0.00083916i,0.00016072-0.00010351i,-0.00045161-0.00014606i,-0.001195-0.00091859i,-0.00085314-0.0011822i,-0.00035143-0.00062933i,0.00013563-0.00058844i,8.3276e-05-0.00023232i,2.2781e-05+0.0007923i,8.3503e-05+0.00070525i,0.00063871+0.00024929i,0.00090571+0.00019422i,0.00087733+0.00034452i,0.00085281+0.00044583i,0.00064066+0.00061591i,0.00061726+0.0001286i,0.00024134-5.5604e-05i
0.0013218+0.0043303i,0.0022455+0.0042755i,0.003158+0.0035294i,0.0036913+0.0024384i,0.0041929+0.0013802i,0.0029862+0.00044276i,0.0012678+0.00054081i,0.00024408+0.0010057i,0.00043525+0.0010732i,0.00091334+0.0004917i,0.00043509-0.00023193i,-4.5679e-05+8.4072e-05i,-3.3302e-06+0.00050564i,-0.00018586+0.00065289i,-0.00034926+0.0012199i,-0.00023781+0.0018817i,0.00042657+0.0017981i,0.00077045+0.0011099i,0.00036153+0.00048134i,0.00043907-0.00017386i,0.00060324+0.0004939i,9.8067e-05+0.00094283i,-0.00021585+0.00080983i
-0.0017588-0.0015674i,-0.0030707-0.0020975i,-0.0043116-0.0012304i,-0.0028913+0.0010925i,-0.00094104+0.0020607i,-1.2051e-05+0.0018341i,-8.1616e-06+0.001072i,-0.00066751+0.00039022i,-0.0007788+0.0008961i,-0.00048452+0.0010792i,-0.00063599+0.0011007i,-0.0004075+0.0011393i,0.00022348+0.0002797i,8.9049e-05-5.9317e-05i,-0.00043977+9.2712e-05i,-0.00042557+0.00023439i,-0.00044701+0.00078032i,-0.00063018+0.0010466i,-0.0010257+0.00056474i,-0.0011303-0.00085385i,-0.0013196-0.0015503i,-0.0015517-0.000492i,-0.00078727+0.00085829i
-0.0016315-0.00010072i,-0.0011951+3.4148e-05i,-0.00085383+0.0019263i,-0.00035559+0.0020305i,5.0991e-05+0.00061651i,-0.00051891+0.0005116i,-0.0012092+0.00083751i,-0.001003+0.00036854i,-0.0011193-0.00013102i,-0.0010487-0.00021705i,-0.00088014-0.00044792i,-0.0014581-0.00033922i,-0.0011292+0.00018998i,-0.00031438+0.00024696i,-0.00039114-0.0007235i,-0.00042983-0.00047596i,-0.00013519+0.0006004i,-0.00035284+0.00075093i,-0.00082976-0.00015666i,0.00011883-0.00073561i,0.0010461-0.00077182i,0.00056572-0.00082973i,-1.849e-06+0.00022655i
4.525e-05-0.0020783i,-0.0001237-0.0020144i,-0.00053907-0.0016719i,-7.5861e-05-0.0009817i,0.00070334-0.00023921i,0.0004424+0.00053281i,-0.00011348+0.0011002i,-0.00052962+0.0011447i,-0.0015649+0.00081363i,-0.00096272+0.00013565i,0.0010781-0.00054094i,0.0013633-0.00060108i,0.00023417-0.00024142i,-0.00047715+0.00024211i,4.0204e-05+0.00014165i,0.00028636-0.00033641i,-0.00010621-0.00069457i,-0.00017163-0.001304i,-0.00032385-0.0010724i,0.00010506-0.00044871i,-0.00018358-0.00042956i,-0.00031647+0.00018356i,0.0004513+0.0005849i
-0.00013389-0.00030091i,-0.00060648+0.0013212i,0.00028605+0.0027351i,0.00091162+0.0040385i,0.00059081+0.0037117i,0.00011864+0.0015776i,-0.00081217+0.00046975i,-0.0011848+0.00030919i,-0.00058779+0.00031852i,-0.00022539+0.00024597i,9.8563e-05+0.00056547i,0.00033973+0.00052006i,0.000119+0.00024064i,0.00013454-0.00026294i,-6.0436e-05-0.00043049i,5.3787e-05-8.377e-05i,0.00087094+0.00010256i,0.0010239+0.00072681i,0.00062492+0.00066694i,-8.281e-05+7.714e-05i,-0.00073521-0.00028351i,-0.0011185-0.00017734i,-0.00088597-0.00012853i
-0.0015124-0.0024812i,-0.0025208-0.0020355i,-0.0026007-0.0012551i,-0.0016516+0.00070469i,-0.00018692+0.0015328i,0.00064691+0.00058106i,-1.4179e-05-0.00036659i,-0.0010766-0.00021552i,-0.0011544+0.00039427i,-0.00087122+0.00068542i,-0.00050727+0.00074057i,0.00032026+0.00090729i,0.0010032+0.001088i,0.0010313+5.9914e-05i,0.00062457-0.00095959i,-0.00020964-0.00075163i,-0.00045431-0.00061847i,-0.00014189-0.00045755i,-0.00014674-0.00070166i,0.00011818-0.0010905i,0.00023978-0.00049709i,0.00028481+6.3967e-05i,0.00017097+0.00040267i
0.0017198+0.00067175i,0.0010525-0.00034754i,0.00072898-0.0015772i,0.00099779-0.0015725i,0.0016337-0.0012831i,0.0011726-0.0012906i,4.1595e-05-0.00057205i,-3.8729e-05+0.00029i,8.3261e-06+0.00032912i,5.4453e-05-0.00039739i,0.00021125-0.0004382i,0.0002331-0.00022248i,0.00022965+2.6816e-05i,0.0002792+0.00030449i,0.00057577+0.00044052i,0.00086796+0.00095361i,0.00042239+0.00043814i,4.8629e-06+0.00020916i,0.00048482+0.00087983i,0.00067628+0.00057882i,0.000369-0.00020862i,-8.173e-06-0.00048911i,0.00074828+1.6364e-05i
0.0010056+0.00071608i,0.0016132+3.7034e-05i,0.0011531+0.0003449i,0.00091737+0.0013269i,0.0011057+0.0025537i,0.00045121+0.0026145i,-8.9872e-05+0.0008016i,-0.00018122-0.00020581i,-0.00029347+0.00037298i,-0.00040795+0.00079995i,-0.00013977+0.00016566i,0.00016384+0.00044796i,0.00014941+0.001203i,-1.899e-05+0.0013705i,5.877e-05+0.0012231i,0.00016517+0.00067329i,-0.00027317-5.5085e-05i,-2.9922e-05+7.3187e-05i,0.00059997+0.00018545i,0.00013828+0.00027384i,-0.00053236+0.00016955i,-0.00057849-8.1909e-05i,-0.0006085+0.00032017i
2.495e-05+0.002406i,-0.00057882+0.00073853i,-0.00033076+0.00072981i,-0.00016198+0.0011375i,-0.00089091+0.00059734i,-0.0013217+0.00026162i,-0.00016403+0.00044395i,0.00045107+0.00091941i,0.00038347+0.0015463i,0.00095634+0.0012916i,0.00091574+0.00082471i,0.00039217+0.0010744i,-0.00018745+0.0019293i,-0.00071206+0.0016892i,-0.00081111+0.0016619i,-0.00043252+0.0013732i,-2.531e-05+0.00084355i,-0.00054098+0.00091369i,-0.00053516+0.0010098i,-0.00015692+0.0010629i,-0.00014273+0.0003999i,-0.00024044+0.00026009i,-0.00048245-0.00014977i
0.00031634-0.0020221i,2.949e-06-0.0023402i,-0.0012066-0.0020797i,-0.0013852-0.0011929i,-0.0011636-0.0009017i,-0.0012532+7.9463e-05i,-0.001093+0.00071402i,-0.0013396+0.00021189i,-0.0014039+0.00045794i,-0.00089859+0.00059267i,-0.00082495+0.00017395i,-0.0011433-0.0001742i,-0.00061834-9.1993e-05i,0.00022128-7.6162e-06i,0.0007526+0.00045123i,0.00057961+0.00072273i,-4.0733e-05+5.3493e-05i,-8.9173e-05+0.0003347i,-0.00019129+0.0010163i,-0.0010205+0.00011082i,-0.0013597-0.00081875i,-0.00062652-0.001074i,0.00019126-0.00099416i
-0.00065264-0.0024959i,-0.0023523-0.0013479i,-0.002518+4.8335e-05i,-0.00025103+0.0011154i,0.0012734+0.0023781i,0.00066919+0.0015132i,-0.00062375-3.5418e-05i,-0.00062145-3.9399e-05i,-4.6108e-05+5.2634e-05i,-0.00035377+0.00030557i,-0.00046229-0.0002405i,0.00039836-0.00057833i,0.00058267-0.00023562i,0.00031874-0.00053526i,0.00065942-0.00070291i,0.00040581-0.00017728i,0.00031287-6.7398e-05i,-0.00011355-0.00038809i,-0.00045036-0.00040156i,-0.00055076-0.0010206i,-0.000725-0.0011361i,0.00014947-0.0013286i,0.00047761-0.0015593i
-0.0008203-0.0012084i,-0.00057068-0.00098157i,-0.0005904-0.00063131i,-0.0010934+0.00060788i,-0.0019935+0.00089576i,-0.0018718-4.7458e-05i,-0.0012975+0.00028919i,-0.00076249+0.00087975i,5.3629e-06+0.00034231i,0.00074221+0.00056413i,0.00097434+0.0010436i,0.00052503+0.00088907i,0.00051019+0.00053321i,0.00045126-0.00013591i,0.00012401-0.0010754i,0.00018557-0.0012535i,1.8179e-05+1.4162e-05i,9.4712e-05+0.00068794i,0.00066182+0.00010597i,0.00028439-0.00072494i,-0.00029685-0.00096453i,-0.00043144-0.00048107i,-0.00062101-5.7638e-05i
-0.00018893+0.0016087i,-0.0011382+0.0016226i,-0.00078519+0.00011655i,0.00044014-0.00075834i,0.0014464-0.00097074i,0.0017085-0.00090696i,0.0007733-0.0011473i,-0.00037408-0.00082733i,-0.00035604-0.00017607i,-0.0003295-4.8634e-06i,-0.0010037+0.00039267i,-0.0015631+0.00062508i,-0.0014124+0.00018936i,-0.0011598-0.00044501i,-0.00080298-0.00066588i,-0.00037347+0.00011316i,2.804e-05+0.0010823i,0.00054614+0.001442i,0.00044484+0.00097083i,6.8848e-05+0.00055639i,3.7731e-05+0.00079762i,0.00029982+0.00040595i,0.00042245+0.00015658i
-0.00064191+0.00030862i,6.1792e-05+0.00040334i,0.0011136+0.0015067i,0.0023634+0.002463i,0.0032851+0.001645i,0.0023362-0.00061351i,0.00069962-0.0012819i,-0.00033156-6.2143e-05i,-0.00083694-0.00024002i,-0.0011835-0.00093514i,-0.00070685-0.00071111i,0.00023429-0.00018177i,0.00048703+9.2715e-05i,0.00049355+0.00048861i,0.00051981+0.00076308i,0.00053727+0.00053995i,0.00049529+0.00031321i,0.00013361+0.0001068i,0.00042925+0.00029482i,0.00086195+0.0002063i,0.00044417-0.00020266i,0.00015071+0.00019645i,4.1002e-05+0.00025399i
0.0025793-0.0029152i,0.00081104-0.0027928i,0.00048911-0.0030451i,0.00051225-0.0017563i,-1.9248e-05-0.00018985i,0.00050431+0.00067771i,0.00055145+0.00056784i,0.00015006-0.00017776i,0.00046204+0.00010818i,0.00039526+0.00027608i,9.6338e-06-3.4614e-05i,0.00025506+0.00073225i,0.0011054+0.0014834i,0.00091319+0.0013585i,-0.00013408+0.00067378i,-0.00041655+0.00020011i,-0.00055178+0.0004697i,-0.00048246+0.00023005i,-0.00067978-0.00050858i,-0.00074622+0.00014717i,-0.00037892+0.00039763i,-0.00014467-7.7111e-05i,-0.00030995+0.00041633i
-0.00011972+0.00051547i,0.00068252+0.00043569i,3.6514e-05+0.00049648i,-0.00045902+0.0010243i,-0.00070838+0.0019617i,-5.2495e-05+0.0015374i,0.0007947+0.00067089i,0.00032273+0.00080918i,-0.00043859+0.00035935i,-5.3023e-05+0.00061505i,-0.00037045+0.00069722i,-0.00075291+0.00051968i,-0.0001729+0.00045779i,0.00022768+6.2365e-05i,0.00019687+0.00021505i,0.00027477+0.00090975i,-2.881e-05+0.00043658i,4.1239e-05-0.00013237i,-0.00022088-4.6464e-05i,-0.00082416+0.00050742i,-0.00086437+0.0010856i,-0.00053498+0.00098432i,-0.00045768+0.00065449i
0.00054138-4.987e-05i,-0.00093936-0.00043187i,-0.0019407-0.00094156i,-0.0013779-0.0001273i,0.0004678+0.0011584i,0.00055739+0.0022905i,0.00024443+0.0021064i,0.00019484+0.0016544i,-0.00038928+0.00084477i,-0.00045482-0.00019274i,-0.00034577-0.00036189i,-0.00048948+0.00017383i,-0.00013156+0.0011143i,0.00032291+0.0017855i,0.00052699+0.0014926i,0.00080576+0.00015691i,0.00075499-0.00026368i,0.00026921+1.7065e-05i,-0.00028421+0.00035817i,-0.0010915+0.00090905i,-0.00092523+0.0010886i,-0.0002834+0.00062268i,-0.00073791+0.0002002i
-0.0013355-0.0013416i,-0.0018266-0.0026284i,-0.0010118-0.0023459i,-0.00043094+0.00058633i,0.000136+0.0026833i,-0.00019459+0.0030572i,-0.00066775+0.0023758i,-0.00037042+0.00091467i,-4.3281e-05+0.00045351i,0.00025044-0.00023113i,0.00078331-0.0011007i,0.00085439-0.0010728i,0.00072575-0.0005906i,0.00054672-0.00060992i,-0.00016807-0.0007696i,-0.00086116-0.00057662i,-0.00012105+6.4996e-05i,0.00022976+0.00049701i,-0.00061356+0.00058185i,-0.00069995-0.00051534i,-0.00095385-0.0011396i,-0.0018308-0.00029256i,-0.0013143+0.00021517i
0.00023648-0.00031314i,0.00018127-0.00032196i,0.00067857+0.00087725i,0.0011207+0.0011282i,0.001455+0.00053152i,0.00046313+0.00040099i,-0.00097337+0.0005026i,-0.0008861+0.00082224i,-0.00012874+0.00088406i,8.8756e-05+0.00037696i,1.615e-05+0.00037397i,5.8869e-05-3.3425e-06i,-7.551e-05-0.0010156i,-1.6412e-05-0.00074146i,0.00024703+8.0321e-05i,0.00059386+0.00024737i,0.00026172-4.5991e-06i,0.00030046-5.639e-05i,0.00046848-0.00043351i,0.00020706-0.00036553i,0.00037011+0.00046441i,0.00061302+0.00012794i,0.00096421-0.00071875i
0.00019331+0.00062982i,0.00074926+0.0015168i,-0.00033728+0.0023496i,-0.00011145+0.0027311i,0.00085835+0.0020953i,0.0006724+0.00053279i,-0.00011888+0.00011494i,-0.00071755+0.00085083i,-0.00096528+0.00072338i,-0.0012362+0.00021187i,-0.0016912-0.0004599i,-0.001132-0.001059i,-0.00082696-0.00084579i,0.0001676+0.00020842i,0.0012198+0.00065584i,0.0010763-9.9239e-05i,0.0010716-0.00013589i,0.00092288-2.2047e-05i,0.00022835+3.2223e-05i,-0.00013242-0.00049706i,0.00014011-0.00029964i,0.00049501-0.00060264i,0.00075508-0.00084587i
0.0011475+0.00099288i,0.00067784+9.103e-06i,-0.00031588-0.0016401i,0.00045687-0.0013783i,0.0013079-0.00016769i,-0.00013994-0.00045708i,-0.0014924-0.0013561i,-0.001522-0.00041767i,-0.00070949+0.00082096i,-0.00021736+0.00039651i,2.877e-05-0.000157i,0.00029233-0.00037299i,0.00034379+4.6094e-05i,0.0008136+0.0008629i,0.0011436+0.0009052i,0.00086648+0.0013328i,0.0007862+0.0019085i,0.0010797+0.0018945i,0.0004394+0.0013188i,-0.00044496+0.00024537i,-0.00077693-0.00042299i,-0.00020254+5.2898e-05i,0.00066042-0.00014832i
-0.00030884-4.8781e-05i,-0.00092062+0.00050343i,-0.00067493+0.0010574i,-0.00032232+0.0018774i,0.00010638+0.0009689i,0.00049499-0.0009487i,-2.4107e-05-0.0013266i,0.00016101-0.00062558i,-0.00042128-0.00034202i,-0.00057946+0.00010593i,8.6223e-05+0.0007073i,2.2251e-05+0.00073237i,0.00061918+0.00071001i,0.0011423+0.0010466i,0.00040961+0.0013758i,-0.0001469+0.00059854i,0.00026871+0.0004376i,0.00041881-2.1088e-05i,0.00077306+2.8526e-05i,0.00046888+0.0010434i,-0.00019797+0.0011048i,9.6169e-05+0.00074536i,9.0363e-05-0.00010646i
0.0015732-0.0025336i,0.00027124-0.0038973i,-0.00087594-0.0035495i,-0.00026828-0.0017718i,0.0010298-0.00017099i,0.00058377-4.0963e-05i,-0.00043601-0.00042427i,-0.00036088-0.00013175i,-1.0967e-05-0.00027819i,-0.0003917-0.00035769i,-0.00070407+0.0011163i,-0.001368+0.0020365i,-0.0011854+0.0012586i,-0.00028631+0.00040441i,0.00016706+0.00047965i,0.00024162+0.00031988i,0.00029281-0.00017973i,0.00057053-0.00037488i,0.0003824-0.00024403i,-0.00062805-0.00037687i,-0.00090574-0.00032454i,-0.00048817-0.00017219i,2.9103e-05+0.00021345i
0.00098664-0.00058982i,0.0010596-0.0010427i,0.00078221-0.00042283i,0.00057351+0.0012942i,0.0011336+0.0023654i,0.0018478+0.0014154i,0.001691+0.00030639i,0.00089184+0.00078283i,-0.00049759+0.00095165i,-0.0011166-0.00024879i,-0.00048703-0.00051199i,0.00046932+0.00011104i,0.0009216-0.00015341i,-8.6564e-05-1.0782e-05i,-0.00035768+0.00049318i,-2.1563e-05+0.00067106i,-5.4006e-05+7.5085e-05i,-0.00017408-0.00072509i,-0.00031641-0.00082196i,-0.00084679-0.00045616i,-0.00074242-0.00060092i,-0.00031291-0.00091699i,-0.00023236+0.00010726i
0.0017507-0.00056713i,0.00085171-0.000345i,-0.00053129+0.0011104i,-0.00043488+0.0018336i,0.00044499+0.0013997i,0.00052218+0.0012704i,-4.764e-05+0.00078094i,-0.00018402+0.00028147i,8.7732e-05-7.0324e-05i,-9.8311e-06-0.00059321i,-0.00059828-0.0010101i,-0.00068601-0.00098626i,-0.00047844-0.0006716i,-0.00023455+0.00027886i,-0.00028695+0.00060507i,5.0423e-05+0.0001194i,-0.00062456+6.1583e-05i,-0.0015951-0.0002826i,-0.0010729-0.00028082i,-0.00058325+0.00010361i,0.00031678-0.0005543i,0.0013866-0.00051137i,0.0013572-0.00067776i
-0.00022188+0.001457i,-0.0010812+0.0022263i,-0.0010689+0.00314i,-5.1223e-05+0.0033454i,0.00085707+0.0034698i,0.00089981+0.0033538i,0.00072122+0.0023281i,0.00046598+0.00077807i,0.00055186+0.00032312i,0.001342+0.00080499i,0.00094846+0.0015496i,-3.6031e-05+0.00081293i,-0.00030682-0.00093411i,0.00020343-0.00063756i,0.00039255+5.1193e-05i,0.0004323-0.00033884i,-0.0002261-0.0011166i,-0.0013031-0.00019756i,-0.00074222+0.00041818i,0.00053856+3.989e-05i,0.00078329+0.00058268i,0.00059671+0.00082057i,9.5206e-05+0.00059898i
-0.0014841+0.0010971i,-0.00078546+0.0013683i,0.0016244+0.0015673i,0.0026466+0.0010316i,0.0016675+0.0010534i,0.00079241+0.00068232i,-0.00077616+0.0010714i,-0.0017485+0.0015864i,-0.00077155+0.0014682i,-0.00045699+0.0009031i,-0.00088898+6.141e-05i,-0.00066618-0.00066955i,-5.6279e-05-0.00063832i,0.0002662-0.00036262i,0.00041375-0.00015887i,7.9331e-05+0.00025624i,7.2271e-05-0.00017616i,-3.5149e-05-0.00034515i,-0.00059933-0.00037952i,-0.00056687-2.9395e-05i,-0.00041568+6.8846e-05i,-9.2836e-05+9.7485e-05i,0.00022543+0.00054316i
-0.00035788-0.00067301i,-0.00086673-0.0020908i,-0.00083816-0.0018097i,-0.00085637-0.0012673i,-0.0012716-0.0015521i,-0.0022067-0.0012124i,-0.0026187+5.1962e-05i,-0.0015169+0.00068465i,-0.00044906+0.00036871i,-0.00041411-4.2231e-05i,-9.2823e-05-0.00021063i,-0.00028608-0.00042876i,0.00014236-0.00017173i,0.00068943+0.00051516i,0.00031521+0.00062459i,0.00025076+0.00027016i,-0.00037157-0.00027306i,-9.8406e-05+2.5829e-05i,0.0014349-0.00016907i,0.0013777-0.0003989i,0.00037702+0.00031105i,0.00027657+0.0011075i,0.00040916+0.00036647i
0.00024065+0.00098934i,-1.0055e-05+0.00085155i,0.0010336+0.0011037i,0.0016117+0.00045642i,0.0014774-0.00043524i,0.0011096-0.00094953i,8.4703e-05-0.00058932i,-0.0013866-8.9757e-05i,-0.0013834-0.00036024i,-6.9183e-06-0.00057128i,0.00025064-0.00032746i,-3.032e-05-6.4289e-05i,0.00030091+8.8937e-05i,0.00061835+7.1106e-05i,0.00039167-4.912e-05i,0.00041331-0.00033446i,0.00058238+3.5683e-05i,0.00051003+0.00025645i,0.0002097+0.00018446i,0.00016043+0.00051682i,0.00051147+0.00069968i,0.001047+0.00041126i,0.0010453-0.00030754i
0.0035053-0.002394i,-2.4688e-05-0.0027184i,-0.0025763-0.0020561i,-0.0027549-0.0013766i,-0.0022765-0.001419i,-0.0015082-0.0013785i,-0.00076575-0.0011818i,-0.00018391-0.0004655i,0.0002925-0.0005078i,0.00063509+0.00013919i,0.00010912+0.00087886i,0.00040838+0.00026346i,0.0011447+8.7431e-06i,0.0014105+0.00095513i,0.0010513+0.0017119i,0.00046871+0.0011342i,-1.4034e-05+0.00090639i,-0.00041035+0.0006551i,-0.00055502-1.7421e-05i,-0.00015435+0.0004353i,-0.00037524+0.00092871i,-0.00086469+0.0012245i,-0.0010282+0.0010428i
-0.00017534+0.0006734i,0.00067726+0.00065781i,0.00096461+0.0019091i,0.0013318+0.0023151i,0.0020253+0.0016522i,0.0017593+0.00039573i,0.00066702-0.00092472i,-7.3813e-05-0.00032927i,-0.00076584+7.2938e-05i,-0.00087375-0.00041065i,-0.00011563-0.00036542i,-0.00027936-0.00011314i,-0.00043047+0.00012856i,-0.00025524+0.00042555i,0.00017899+0.00078742i,0.00039172+0.0012412i,0.00045105+0.0009601i,0.00013939+0.00039339i,-0.00020522+0.00046467i,3.8985e-05+0.00029297i,0.00034023+4.4842e-06i,-0.00029732-9.7891e-05i,-0.0012508-0.00035668i
0.0018125+0.00052974i,0.00076107+0.00076782i,-0.0003043+0.00054009i,0.0010862-0.00086i,0.0024319-0.00177i,0.0024351-0.001151i,0.0013128+7.8764e-05i,-4.0645e-05+0.0005828i,-0.00044934+0.00064372i,-0.00013887+0.00019241i,0.00035017-4.9628e-05i,0.00053166+0.0010381i,4.0493e-05+0.0017532i,-0.00048998+0.00061942i,-0.00022466+0.00020977i,-4.4704e-05+0.00040772i,-0.00019369+0.0001973i,0.00014129+0.00038317i,0.00021654+0.00069947i,2.6565e-05+0.00051982i,9.3178e-05+0.00044643i,-0.00015916+0.00039898i,-0.00054175+0.00023894i
